Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 1, 2022 12:00 AM;Jan 1, 2022 1:00 AM;52,377.84;31,530.75;5,928.00;25,602.75;0.00;20,847.09
Jan 1, 2022 1:00 AM;Jan 1, 2022 2:00 AM;50,153.99;30,462.50;5,834.75;24,627.75;0.00;19,691.49
Jan 1, 2022 2:00 AM;Jan 1, 2022 3:00 AM;49,573.27;29,055.25;5,579.50;23,475.75;0.00;20,518.02
Jan 1, 2022 3:00 AM;Jan 1, 2022 4:00 AM;47,535.54;27,607.50;5,278.50;22,329.00;0.00;19,928.04
Jan 1, 2022 4:00 AM;Jan 1, 2022 5:00 AM;45,702.14;26,255.50;4,967.75;21,287.75;0.00;19,446.64
Jan 1, 2022 5:00 AM;Jan 1, 2022 6:00 AM;44,642.66;24,841.50;4,649.50;20,192.00;0.00;19,801.16
Jan 1, 2022 6:00 AM;Jan 1, 2022 7:00 AM;43,862.85;23,725.75;4,416.25;19,309.50;0.00;20,137.10
Jan 1, 2022 7:00 AM;Jan 1, 2022 8:00 AM;42,695.94;22,336.50;4,168.75;18,167.75;0.00;20,359.44
Jan 1, 2022 8:00 AM;Jan 1, 2022 9:00 AM;42,890.40;21,178.25;3,881.75;16,961.00;335.50;21,712.15
Jan 1, 2022 9:00 AM;Jan 1, 2022 10:00 AM;44,851.15;21,210.25;3,711.50;15,467.00;2,031.75;23,640.90
Jan 1, 2022 10:00 AM;Jan 1, 2022 11:00 AM;46,482.34;21,909.50;3,877.00;13,773.75;4,258.75;24,572.84
Jan 1, 2022 11:00 AM;Jan 1, 2022 12:00 PM;46,525.76;22,342.00;4,142.50;12,114.25;6,085.25;24,183.76
Jan 1, 2022 12:00 PM;Jan 1, 2022 1:00 PM;46,852.00;21,912.50;4,391.00;10,611.25;6,910.25;24,939.50
Jan 1, 2022 1:00 PM;Jan 1, 2022 2:00 PM;43,569.17;20,221.25;4,768.25;9,098.50;6,354.50;23,347.92
Jan 1, 2022 2:00 PM;Jan 1, 2022 3:00 PM;41,459.69;17,667.50;5,135.00;7,977.25;4,555.25;23,792.19
Jan 1, 2022 3:00 PM;Jan 1, 2022 4:00 PM;41,186.38;14,870.75;5,291.75;7,649.00;1,930.00;26,315.63
Jan 1, 2022 4:00 PM;Jan 1, 2022 5:00 PM;43,774.62;13,946.50;5,477.50;8,288.25;180.75;29,828.12
Jan 1, 2022 5:00 PM;Jan 1, 2022 6:00 PM;45,985.14;15,290.75;5,635.00;9,655.75;0.00;30,694.39
Jan 1, 2022 6:00 PM;Jan 1, 2022 7:00 PM;48,753.82;16,879.00;5,704.00;11,175.00;0.00;31,874.82
Jan 1, 2022 7:00 PM;Jan 1, 2022 8:00 PM;51,720.53;18,310.00;5,731.25;12,578.75;0.00;33,410.53
Jan 1, 2022 8:00 PM;Jan 1, 2022 9:00 PM;52,246.95;19,658.50;5,856.75;13,801.75;0.00;32,588.45
Jan 1, 2022 9:00 PM;Jan 1, 2022 10:00 PM;50,790.83;20,961.75;6,000.50;14,961.25;0.00;29,829.08
Jan 1, 2022 10:00 PM;Jan 1, 2022 11:00 PM;48,892.29;21,969.75;6,146.50;15,823.25;0.00;26,922.54
Jan 1, 2022 11:00 PM;Jan 2, 2022 12:00 AM;47,836.03;22,996.00;6,182.00;16,814.00;0.00;24,840.03
Jan 2, 2022 12:00 AM;Jan 2, 2022 1:00 AM;47,508.83;23,826.25;6,389.25;17,437.00;0.00;23,682.58
Jan 2, 2022 1:00 AM;Jan 2, 2022 2:00 AM;47,032.74;23,852.50;6,141.00;17,711.50;0.00;23,180.24
Jan 2, 2022 2:00 AM;Jan 2, 2022 3:00 AM;46,803.33;23,941.75;6,058.50;17,883.25;0.00;22,861.58
Jan 2, 2022 3:00 AM;Jan 2, 2022 4:00 AM;46,669.03;23,986.50;5,931.75;18,054.75;0.00;22,682.53
Jan 2, 2022 4:00 AM;Jan 2, 2022 5:00 AM;46,140.68;23,874.50;5,759.00;18,115.50;0.00;22,266.18
Jan 2, 2022 5:00 AM;Jan 2, 2022 6:00 AM;45,650.82;23,693.75;5,584.00;18,109.75;0.00;21,957.07
Jan 2, 2022 6:00 AM;Jan 2, 2022 7:00 AM;46,231.76;24,002.75;5,395.50;18,607.25;0.00;22,229.01
Jan 2, 2022 7:00 AM;Jan 2, 2022 8:00 AM;47,721.11;24,394.00;5,246.25;19,147.75;0.00;23,327.11
Jan 2, 2022 8:00 AM;Jan 2, 2022 9:00 AM;50,019.12;25,430.50;5,155.25;19,991.50;283.75;24,588.62
Jan 2, 2022 9:00 AM;Jan 2, 2022 10:00 AM;53,045.44;27,887.00;5,063.50;21,134.25;1,689.25;25,158.44
