Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 1, 2025 12:00 AM;Jan 1, 2025 1:00 AM;56,329.73;42,231.75;3,759.50;38,472.25;0.00;14,097.98
Jan 1, 2025 1:00 AM;Jan 1, 2025 2:00 AM;55,762.59;42,726.25;3,795.00;38,931.25;0.00;13,036.34
Jan 1, 2025 2:00 AM;Jan 1, 2025 3:00 AM;55,383.39;43,215.00;3,826.00;39,389.00;0.00;12,168.39
Jan 1, 2025 3:00 AM;Jan 1, 2025 4:00 AM;53,579.01;42,684.50;3,337.00;39,347.50;0.00;10,894.51
Jan 1, 2025 4:00 AM;Jan 1, 2025 5:00 AM;53,365.55;42,895.25;3,213.75;39,681.50;0.00;10,470.30
Jan 1, 2025 5:00 AM;Jan 1, 2025 6:00 AM;53,517.44;43,265.75;3,071.00;40,194.75;0.00;10,251.69
Jan 1, 2025 6:00 AM;Jan 1, 2025 7:00 AM;54,815.07;44,463.75;2,973.00;41,490.75;0.00;10,351.32
Jan 1, 2025 7:00 AM;Jan 1, 2025 8:00 AM;57,105.84;44,401.50;2,878.25;41,523.25;0.00;12,704.34
Jan 1, 2025 8:00 AM;Jan 1, 2025 9:00 AM;59,169.03;45,185.25;2,724.25;41,637.50;823.50;13,983.78
Jan 1, 2025 9:00 AM;Jan 1, 2025 10:00 AM;63,272.12;49,270.00;2,578.75;41,961.75;4,729.50;14,002.12
Jan 1, 2025 10:00 AM;Jan 1, 2025 11:00 AM;67,028.55;53,784.75;2,526.00;42,128.75;9,130.00;13,243.80
Jan 1, 2025 11:00 AM;Jan 1, 2025 12:00 PM;68,627.34;57,238.75;2,503.75;42,324.25;12,410.75;11,388.59
Jan 1, 2025 12:00 PM;Jan 1, 2025 1:00 PM;70,262.05;58,695.50;2,577.25;42,716.50;13,401.75;11,566.55
Jan 1, 2025 1:00 PM;Jan 1, 2025 2:00 PM;68,420.13;57,990.75;2,787.00;43,604.50;11,599.25;10,429.38
Jan 1, 2025 2:00 PM;Jan 1, 2025 3:00 PM;66,517.13;55,186.25;3,262.25;44,152.75;7,771.25;11,330.88
Jan 1, 2025 3:00 PM;Jan 1, 2025 4:00 PM;64,961.34;51,914.75;3,859.00;44,829.25;3,226.50;13,046.59
Jan 1, 2025 4:00 PM;Jan 1, 2025 5:00 PM;63,575.28;49,271.50;3,829.50;45,197.50;244.50;14,303.78
Jan 1, 2025 5:00 PM;Jan 1, 2025 6:00 PM;67,363.44;50,033.50;4,330.00;45,703.50;0.00;17,329.94
Jan 1, 2025 6:00 PM;Jan 1, 2025 7:00 PM;68,614.03;50,155.00;4,193.75;45,961.25;0.00;18,459.03
Jan 1, 2025 7:00 PM;Jan 1, 2025 8:00 PM;68,813.26;49,576.25;4,050.75;45,525.50;0.00;19,237.01
Jan 1, 2025 8:00 PM;Jan 1, 2025 9:00 PM;65,900.50;48,564.25;3,925.50;44,638.75;0.00;17,336.25
Jan 1, 2025 9:00 PM;Jan 1, 2025 10:00 PM;64,473.98;47,010.00;3,945.50;43,064.50;0.00;17,463.98
Jan 1, 2025 10:00 PM;Jan 1, 2025 11:00 PM;62,249.14;44,461.00;4,054.75;40,406.25;0.00;17,788.14
Jan 1, 2025 11:00 PM;Jan 2, 2025 12:00 AM;59,781.87;42,779.00;4,214.00;38,565.00;0.00;17,002.87
Jan 2, 2025 12:00 AM;Jan 2, 2025 1:00 AM;59,801.17;44,774.75;4,959.50;39,815.25;0.00;15,026.43
Jan 2, 2025 1:00 AM;Jan 2, 2025 2:00 AM;57,559.82;43,066.00;5,066.75;37,999.25;0.00;14,493.82
Jan 2, 2025 2:00 AM;Jan 2, 2025 3:00 AM;56,205.53;41,369.00;5,197.50;36,171.50;0.00;14,836.53
Jan 2, 2025 3:00 AM;Jan 2, 2025 4:00 AM;54,756.18;39,124.00;5,290.00;33,834.00;0.00;15,632.18
Jan 2, 2025 4:00 AM;Jan 2, 2025 5:00 AM;53,917.00;36,766.50;5,403.00;31,363.50;0.00;17,150.50
Jan 2, 2025 5:00 AM;Jan 2, 2025 6:00 AM;53,661.80;34,316.50;5,507.50;28,809.00;0.00;19,345.30
Jan 2, 2025 6:00 AM;Jan 2, 2025 7:00 AM;56,761.28;32,047.25;5,572.00;26,475.25;0.00;24,714.03
Jan 2, 2025 7:00 AM;Jan 2, 2025 8:00 AM;59,276.97;29,465.50;5,609.75;23,855.75;0.00;29,811.47
Jan 2, 2025 8:00 AM;Jan 2, 2025 9:00 AM;59,840.29;27,445.00;5,616.00;21,546.00;283.00;32,395.29
Jan 2, 2025 9:00 AM;Jan 2, 2025 10:00 AM;58,504.96;26,886.50;5,462.25;19,285.25;2,139.00;31,618.46
Jan 2, 2025 10:00 AM;Jan 2, 2025 11:00 AM;57,878.32;27,068.50;5,268.50;17,036.50;4,763.50;30,809.82
Jan 2, 2025 11:00 AM;Jan 2, 2025 12:00 PM;56,743.95;27,108.50;5,208.00;15,229.50;6,671.00;29,635.45
Jan 2, 2025 12:00 PM;Jan 2, 2025 1:00 PM;55,837.01;26,717.50;5,203.50;14,449.50;7,064.50;29,119.51
Jan 2, 2025 1:00 PM;Jan 2, 2025 2:00 PM;54,934.70;25,695.50;5,216.75;14,393.50;6,085.25;29,239.20
Jan 2, 2025 2:00 PM;Jan 2, 2025 3:00 PM;53,486.18;23,254.00;5,309.00;14,004.75;3,940.25;30,232.18
Jan 2, 2025 3:00 PM;Jan 2, 2025 4:00 PM;51,641.62;20,397.00;5,423.50;13,585.50;1,388.00;31,244.62
Jan 2, 2025 4:00 PM;Jan 2, 2025 5:00 PM;52,880.03;19,727.50;5,597.75;14,047.00;82.75;33,152.53
Jan 2, 2025 5:00 PM;Jan 2, 2025 6:00 PM;56,025.22;21,070.25;5,767.00;15,303.25;0.00;34,954.97
Jan 2, 2025 6:00 PM;Jan 2, 2025 7:00 PM;57,904.77;22,526.00;5,845.75;16,680.25;0.00;35,378.77
Jan 2, 2025 7:00 PM;Jan 2, 2025 8:00 PM;58,344.73;23,509.50;5,870.00;17,639.50;0.00;34,835.23
Jan 2, 2025 8:00 PM;Jan 2, 2025 9:00 PM;56,208.77;24,233.50;5,895.25;18,338.25;0.00;31,975.28
Jan 2, 2025 9:00 PM;Jan 2, 2025 10:00 PM;54,650.00;24,584.00;5,860.75;18,723.25;0.00;30,066.00
Jan 2, 2025 10:00 PM;Jan 2, 2025 11:00 PM;53,066.30;24,705.50;5,843.75;18,861.75;0.00;28,360.80
Jan 2, 2025 11:00 PM;Jan 3, 2025 12:00 AM;50,429.46;25,014.50;5,846.50;19,168.00;0.00;25,414.96
Jan 3, 2025 12:00 AM;Jan 3, 2025 1:00 AM;47,572.40;24,408.25;5,639.75;18,768.50;0.00;23,164.15
Jan 3, 2025 1:00 AM;Jan 3, 2025 2:00 AM;46,939.30;24,742.00;5,713.00;19,029.00;0.00;22,197.30
Jan 3, 2025 2:00 AM;Jan 3, 2025 3:00 AM;47,424.19;25,446.50;5,802.00;19,644.50;0.00;21,977.69
Jan 3, 2025 3:00 AM;Jan 3, 2025 4:00 AM;47,676.99;26,523.75;5,719.50;20,804.25;0.00;21,153.24
Jan 3, 2025 4:00 AM;Jan 3, 2025 5:00 AM;49,826.45;28,068.25;5,462.50;22,605.75;0.00;21,758.20
Jan 3, 2025 5:00 AM;Jan 3, 2025 6:00 AM;52,876.33;29,921.50;5,035.25;24,886.25;0.00;22,954.83
Jan 3, 2025 6:00 AM;Jan 3, 2025 7:00 AM;58,577.13;32,683.75;4,751.50;27,932.25;0.00;25,893.38
Jan 3, 2025 7:00 AM;Jan 3, 2025 8:00 AM;64,545.73;34,465.00;4,652.25;29,812.75;0.00;30,080.73
Jan 3, 2025 8:00 AM;Jan 3, 2025 9:00 AM;67,409.05;36,580.50;4,746.50;31,506.25;327.75;30,828.55
Jan 3, 2025 9:00 AM;Jan 3, 2025 10:00 AM;68,316.08;40,029.50;4,968.50;32,656.75;2,404.25;28,286.58
Jan 3, 2025 10:00 AM;Jan 3, 2025 11:00 AM;69,295.83;43,887.50;5,133.75;33,437.00;5,316.75;25,408.33
Jan 3, 2025 11:00 AM;Jan 3, 2025 12:00 PM;70,053.75;46,620.00;5,250.25;34,018.00;7,351.75;23,433.75
Jan 3, 2025 12:00 PM;Jan 3, 2025 1:00 PM;69,681.86;47,304.75;5,355.00;34,118.25;7,831.50;22,377.11
Jan 3, 2025 1:00 PM;Jan 3, 2025 2:00 PM;67,948.29;45,676.50;5,395.50;33,412.25;6,868.75;22,271.79
Jan 3, 2025 2:00 PM;Jan 3, 2025 3:00 PM;66,595.49;41,395.25;5,418.50;31,363.50;4,613.25;25,200.24
Jan 3, 2025 3:00 PM;Jan 3, 2025 4:00 PM;65,424.99;36,460.00;5,445.00;29,198.75;1,816.25;28,964.99
Jan 3, 2025 4:00 PM;Jan 3, 2025 5:00 PM;64,970.31;33,223.25;5,479.25;27,601.00;143.00;31,747.06
Jan 3, 2025 5:00 PM;Jan 3, 2025 6:00 PM;65,988.30;31,695.75;5,479.75;26,216.00;0.00;34,292.55
Jan 3, 2025 6:00 PM;Jan 3, 2025 7:00 PM;65,807.02;30,424.50;5,484.50;24,940.00;0.00;35,382.52
Jan 3, 2025 7:00 PM;Jan 3, 2025 8:00 PM;63,392.13;29,562.75;5,549.00;24,013.75;0.00;33,829.38
Jan 3, 2025 8:00 PM;Jan 3, 2025 9:00 PM;59,667.34;28,988.00;5,534.00;23,454.00;0.00;30,679.34
Jan 3, 2025 9:00 PM;Jan 3, 2025 10:00 PM;57,110.97;28,108.00;5,422.00;22,686.00;0.00;29,002.97
Jan 3, 2025 10:00 PM;Jan 3, 2025 11:00 PM;54,495.94;26,861.50;5,256.75;21,604.75;0.00;27,634.44
Jan 3, 2025 11:00 PM;Jan 4, 2025 12:00 AM;51,996.48;25,699.50;5,043.75;20,655.75;0.00;26,296.98
Jan 4, 2025 12:00 AM;Jan 4, 2025 1:00 AM;48,087.17;24,633.00;3,913.00;20,720.00;0.00;23,454.17
Jan 4, 2025 1:00 AM;Jan 4, 2025 2:00 AM;45,211.17;22,209.50;3,468.75;18,740.75;0.00;23,001.67
Jan 4, 2025 2:00 AM;Jan 4, 2025 3:00 AM;42,699.91;19,686.50;3,008.00;16,678.50;0.00;23,013.41
Jan 4, 2025 3:00 AM;Jan 4, 2025 4:00 AM;40,743.74;17,267.00;2,537.75;14,729.25;0.00;23,476.74
Jan 4, 2025 4:00 AM;Jan 4, 2025 5:00 AM;39,716.75;14,900.75;2,101.25;12,799.50;0.00;24,816.00
Jan 4, 2025 5:00 AM;Jan 4, 2025 6:00 AM;38,040.14;12,527.75;1,789.25;10,738.50;0.00;25,512.39
Jan 4, 2025 6:00 AM;Jan 4, 2025 7:00 AM;38,106.39;10,662.25;1,626.75;9,035.50;0.00;27,444.14
Jan 4, 2025 7:00 AM;Jan 4, 2025 8:00 AM;38,901.59;9,588.00;1,632.00;7,956.00;0.00;29,313.59
Jan 4, 2025 8:00 AM;Jan 4, 2025 9:00 AM;41,459.14;9,860.75;1,807.00;7,561.50;492.25;31,598.39
Jan 4, 2025 9:00 AM;Jan 4, 2025 10:00 AM;44,324.29;12,503.50;2,133.00;7,412.75;2,957.75;31,820.79
Jan 4, 2025 10:00 AM;Jan 4, 2025 11:00 AM;46,415.19;15,582.75;2,558.50;7,221.50;5,802.75;30,832.44
Jan 4, 2025 11:00 AM;Jan 4, 2025 12:00 PM;48,199.13;17,488.00;2,979.75;7,133.00;7,375.25;30,711.13
Jan 4, 2025 12:00 PM;Jan 4, 2025 1:00 PM;48,774.25;18,006.00;3,257.75;7,235.50;7,512.75;30,768.25
Jan 4, 2025 1:00 PM;Jan 4, 2025 2:00 PM;47,925.32;16,879.00;3,347.00;7,211.25;6,320.75;31,046.32
Jan 4, 2025 2:00 PM;Jan 4, 2025 3:00 PM;46,664.03;14,565.75;3,252.25;7,167.50;4,146.00;32,098.28
Jan 4, 2025 3:00 PM;Jan 4, 2025 4:00 PM;46,252.73;11,971.75;3,008.75;7,348.00;1,615.00;34,280.98
Jan 4, 2025 4:00 PM;Jan 4, 2025 5:00 PM;46,054.32;10,633.50;2,752.50;7,757.75;123.25;35,420.82
Jan 4, 2025 5:00 PM;Jan 4, 2025 6:00 PM;47,335.72;10,679.25;2,515.00;8,164.25;0.00;36,656.47
Jan 4, 2025 6:00 PM;Jan 4, 2025 7:00 PM;48,260.54;10,743.75;2,357.75;8,386.00;0.00;37,516.79
Jan 4, 2025 7:00 PM;Jan 4, 2025 8:00 PM;46,666.55;10,775.25;2,265.75;8,509.50;0.00;35,891.30
Jan 4, 2025 8:00 PM;Jan 4, 2025 9:00 PM;44,454.21;10,710.00;2,223.00;8,487.00;0.00;33,744.21
Jan 4, 2025 9:00 PM;Jan 4, 2025 10:00 PM;42,936.72;10,546.50;2,240.00;8,306.50;0.00;32,390.22
Jan 4, 2025 10:00 PM;Jan 4, 2025 11:00 PM;41,658.48;10,367.50;2,246.50;8,121.00;0.00;31,290.98
Jan 4, 2025 11:00 PM;Jan 5, 2025 12:00 AM;39,938.57;10,125.25;2,227.50;7,897.75;0.00;29,813.32
Jan 5, 2025 12:00 AM;Jan 5, 2025 1:00 AM;35,897.23;10,830.50;2,223.00;8,607.50;0.00;25,066.73
Jan 5, 2025 1:00 AM;Jan 5, 2025 2:00 AM;33,529.32;10,252.50;2,033.50;8,219.00;0.00;23,276.82
Jan 5, 2025 2:00 AM;Jan 5, 2025 3:00 AM;32,831.87;9,979.75;1,787.25;8,192.50;0.00;22,852.12
Jan 5, 2025 3:00 AM;Jan 5, 2025 4:00 AM;31,513.66;10,364.00;1,578.75;8,785.25;0.00;21,149.66
Jan 5, 2025 4:00 AM;Jan 5, 2025 5:00 AM;31,182.41;11,137.25;1,499.00;9,638.25;0.00;20,045.16
Jan 5, 2025 5:00 AM;Jan 5, 2025 6:00 AM;31,773.76;12,552.00;1,629.25;10,922.75;0.00;19,221.76
Jan 5, 2025 6:00 AM;Jan 5, 2025 7:00 AM;34,063.34;14,723.75;2,101.25;12,622.50;0.00;19,339.59
Jan 5, 2025 7:00 AM;Jan 5, 2025 8:00 AM;38,171.19;17,446.25;2,978.50;14,467.75;0.00;20,724.94
Jan 5, 2025 8:00 AM;Jan 5, 2025 9:00 AM;42,571.24;21,186.75;4,023.25;17,051.00;112.50;21,384.49
Jan 5, 2025 9:00 AM;Jan 5, 2025 10:00 AM;46,684.98;25,261.25;4,725.25;19,947.50;588.50;21,423.73
Jan 5, 2025 10:00 AM;Jan 5, 2025 11:00 AM;50,274.86;28,734.00;5,014.75;22,473.00;1,246.25;21,540.86
Jan 5, 2025 11:00 AM;Jan 5, 2025 12:00 PM;52,659.04;31,194.75;5,106.00;24,324.25;1,764.50;21,464.29
Jan 5, 2025 12:00 PM;Jan 5, 2025 1:00 PM;54,423.37;33,091.00;5,126.00;26,016.25;1,948.75;21,332.37
Jan 5, 2025 1:00 PM;Jan 5, 2025 2:00 PM;54,774.26;35,295.25;5,146.00;28,356.75;1,792.50;19,479.00
Jan 5, 2025 2:00 PM;Jan 5, 2025 3:00 PM;55,482.86;37,234.00;5,162.50;30,759.50;1,312.00;18,248.86
Jan 5, 2025 3:00 PM;Jan 5, 2025 4:00 PM;56,717.97;38,513.50;5,174.00;32,720.25;619.25;18,204.47
Jan 5, 2025 4:00 PM;Jan 5, 2025 5:00 PM;58,495.71;39,214.00;5,340.00;33,763.75;110.25;19,281.71
Jan 5, 2025 5:00 PM;Jan 5, 2025 6:00 PM;59,499.74;39,608.25;5,332.50;34,275.75;0.00;19,891.49
Jan 5, 2025 6:00 PM;Jan 5, 2025 7:00 PM;59,877.75;39,774.00;5,255.50;34,518.50;0.00;20,103.75
Jan 5, 2025 7:00 PM;Jan 5, 2025 8:00 PM;58,971.27;40,029.50;5,304.75;34,724.75;0.00;18,941.77
Jan 5, 2025 8:00 PM;Jan 5, 2025 9:00 PM;58,672.84;40,274.50;5,501.50;34,773.00;0.00;18,398.34
Jan 5, 2025 9:00 PM;Jan 5, 2025 10:00 PM;58,123.05;40,228.00;5,497.75;34,730.25;0.00;17,895.05
Jan 5, 2025 10:00 PM;Jan 5, 2025 11:00 PM;57,011.34;39,942.50;5,485.75;34,456.75;0.00;17,068.84
Jan 5, 2025 11:00 PM;Jan 6, 2025 12:00 AM;56,559.65;40,374.50;5,438.25;34,936.25;0.00;16,185.15
Jan 6, 2025 12:00 AM;Jan 6, 2025 1:00 AM;56,637.29;38,417.00;5,616.75;32,800.25;0.00;18,220.29
Jan 6, 2025 1:00 AM;Jan 6, 2025 2:00 AM;56,302.58;38,775.25;5,647.50;33,127.75;0.00;17,527.33
Jan 6, 2025 2:00 AM;Jan 6, 2025 3:00 AM;57,237.26;39,493.00;5,601.00;33,892.00;0.00;17,744.26
Jan 6, 2025 3:00 AM;Jan 6, 2025 4:00 AM;57,914.33;40,347.00;5,643.75;34,703.25;0.00;17,567.33
Jan 6, 2025 4:00 AM;Jan 6, 2025 5:00 AM;58,796.62;40,853.50;5,577.00;35,276.50;0.00;17,943.12
Jan 6, 2025 5:00 AM;Jan 6, 2025 6:00 AM;59,981.13;41,031.25;5,363.50;35,667.75;0.00;18,949.88
Jan 6, 2025 6:00 AM;Jan 6, 2025 7:00 AM;62,296.53;41,833.25;5,061.50;36,771.75;0.00;20,463.29
Jan 6, 2025 7:00 AM;Jan 6, 2025 8:00 AM;63,937.87;41,856.50;4,935.75;36,920.75;0.00;22,081.37
Jan 6, 2025 8:00 AM;Jan 6, 2025 9:00 AM;65,308.94;42,926.00;5,029.50;37,473.50;423.00;22,382.94
Jan 6, 2025 9:00 AM;Jan 6, 2025 10:00 AM;67,532.34;45,754.75;5,192.50;37,989.50;2,572.75;21,777.59
Jan 6, 2025 10:00 AM;Jan 6, 2025 11:00 AM;70,325.69;48,824.50;5,223.00;38,194.25;5,407.25;21,501.19
Jan 6, 2025 11:00 AM;Jan 6, 2025 12:00 PM;72,132.92;51,382.50;5,197.75;38,520.50;7,664.25;20,750.42
Jan 6, 2025 12:00 PM;Jan 6, 2025 1:00 PM;73,234.72;52,857.00;5,183.25;39,146.25;8,527.50;20,377.72
Jan 6, 2025 1:00 PM;Jan 6, 2025 2:00 PM;72,017.13;52,902.25;5,052.50;40,311.50;7,538.25;19,114.88
Jan 6, 2025 2:00 PM;Jan 6, 2025 3:00 PM;70,191.95;51,173.75;4,896.75;41,344.50;4,932.50;19,018.20
Jan 6, 2025 3:00 PM;Jan 6, 2025 4:00 PM;69,078.75;49,253.75;4,725.75;42,537.00;1,991.00;19,825.00
Jan 6, 2025 4:00 PM;Jan 6, 2025 5:00 PM;69,440.66;48,226.00;4,378.25;43,676.00;171.75;21,214.66
Jan 6, 2025 5:00 PM;Jan 6, 2025 6:00 PM;73,209.44;48,519.25;4,059.75;44,459.50;0.00;24,690.18
Jan 6, 2025 6:00 PM;Jan 6, 2025 7:00 PM;74,721.92;48,542.50;3,821.00;44,721.50;0.00;26,179.42
Jan 6, 2025 7:00 PM;Jan 6, 2025 8:00 PM;73,333.27;48,392.25;3,736.50;44,655.75;0.00;24,941.02
Jan 6, 2025 8:00 PM;Jan 6, 2025 9:00 PM;69,823.95;48,039.00;3,681.25;44,357.75;0.00;21,784.95
Jan 6, 2025 9:00 PM;Jan 6, 2025 10:00 PM;67,924.65;47,116.00;3,561.50;43,554.50;0.00;20,808.65
Jan 6, 2025 10:00 PM;Jan 6, 2025 11:00 PM;64,809.75;45,057.50;3,440.50;41,617.00;0.00;19,752.25
Jan 6, 2025 11:00 PM;Jan 7, 2025 12:00 AM;63,645.46;44,148.75;3,458.75;40,690.00;0.00;19,496.71
Jan 7, 2025 12:00 AM;Jan 7, 2025 1:00 AM;59,212.91;42,570.75;3,510.00;39,060.75;0.00;16,642.16
Jan 7, 2025 1:00 AM;Jan 7, 2025 2:00 AM;57,751.95;41,801.50;3,564.00;38,237.50;0.00;15,950.45
Jan 7, 2025 2:00 AM;Jan 7, 2025 3:00 AM;57,655.25;41,654.50;3,683.50;37,971.00;0.00;16,000.75
Jan 7, 2025 3:00 AM;Jan 7, 2025 4:00 AM;58,180.81;41,693.25;3,776.50;37,916.75;0.00;16,487.56
Jan 7, 2025 4:00 AM;Jan 7, 2025 5:00 AM;59,228.82;41,704.25;3,912.00;37,792.25;0.00;17,524.57
Jan 7, 2025 5:00 AM;Jan 7, 2025 6:00 AM;60,480.63;41,675.25;4,002.75;37,672.50;0.00;18,805.38
Jan 7, 2025 6:00 AM;Jan 7, 2025 7:00 AM;64,922.15;42,368.50;4,097.00;38,271.50;0.00;22,553.65
Jan 7, 2025 7:00 AM;Jan 7, 2025 8:00 AM;68,172.40;41,773.25;4,262.00;37,511.25;0.00;26,399.15
Jan 7, 2025 8:00 AM;Jan 7, 2025 9:00 AM;70,183.30;41,560.75;4,394.50;36,762.50;403.75;28,622.55
Jan 7, 2025 9:00 AM;Jan 7, 2025 10:00 AM;70,846.84;43,021.75;4,467.50;35,855.50;2,698.75;27,825.09
Jan 7, 2025 10:00 AM;Jan 7, 2025 11:00 AM;71,116.66;45,397.75;4,537.25;35,083.50;5,777.00;25,718.91
Jan 7, 2025 11:00 AM;Jan 7, 2025 12:00 PM;72,269.60;48,280.25;4,753.00;35,506.75;8,020.50;23,989.35
Jan 7, 2025 12:00 PM;Jan 7, 2025 1:00 PM;72,895.47;49,783.75;4,816.25;36,172.75;8,794.75;23,111.72
Jan 7, 2025 1:00 PM;Jan 7, 2025 2:00 PM;71,480.36;49,032.00;4,870.75;36,042.25;8,119.00;22,448.36
Jan 7, 2025 2:00 PM;Jan 7, 2025 3:00 PM;69,013.17;45,845.00;4,922.25;34,997.75;5,925.00;23,168.17
Jan 7, 2025 3:00 PM;Jan 7, 2025 4:00 PM;67,215.41;41,614.00;4,912.25;34,185.25;2,516.50;25,601.41
Jan 7, 2025 4:00 PM;Jan 7, 2025 5:00 PM;66,838.18;39,314.25;5,010.50;34,059.50;244.25;27,523.93
Jan 7, 2025 5:00 PM;Jan 7, 2025 6:00 PM;68,565.31;39,471.75;5,050.00;34,421.75;0.00;29,093.56
Jan 7, 2025 6:00 PM;Jan 7, 2025 7:00 PM;69,841.01;40,195.25;5,050.75;35,144.50;0.00;29,645.76
Jan 7, 2025 7:00 PM;Jan 7, 2025 8:00 PM;69,865.85;41,031.75;5,029.25;36,002.50;0.00;28,834.10
Jan 7, 2025 8:00 PM;Jan 7, 2025 9:00 PM;68,298.11;41,966.75;4,996.25;36,970.50;0.00;26,331.36
Jan 7, 2025 9:00 PM;Jan 7, 2025 10:00 PM;65,931.38;42,434.25;4,958.25;37,476.00;0.00;23,497.13
Jan 7, 2025 10:00 PM;Jan 7, 2025 11:00 PM;63,362.73;41,662.25;4,918.25;36,744.00;0.00;21,700.48
Jan 7, 2025 11:00 PM;Jan 8, 2025 12:00 AM;61,685.83;41,225.50;4,870.50;36,355.00;0.00;20,460.33
Jan 8, 2025 12:00 AM;Jan 8, 2025 1:00 AM;58,369.66;38,516.00;4,778.00;33,738.00;0.00;19,853.66
Jan 8, 2025 1:00 AM;Jan 8, 2025 2:00 AM;56,928.80;37,760.00;4,764.50;32,995.50;0.00;19,168.80
Jan 8, 2025 2:00 AM;Jan 8, 2025 3:00 AM;56,268.48;36,672.50;4,779.50;31,893.00;0.00;19,595.98
Jan 8, 2025 3:00 AM;Jan 8, 2025 4:00 AM;55,990.66;35,572.00;4,738.50;30,833.50;0.00;20,418.66
Jan 8, 2025 4:00 AM;Jan 8, 2025 5:00 AM;55,512.87;34,686.25;4,677.50;30,008.75;0.00;20,826.62
Jan 8, 2025 5:00 AM;Jan 8, 2025 6:00 AM;56,914.98;33,848.75;4,662.00;29,186.75;0.00;23,066.23
Jan 8, 2025 6:00 AM;Jan 8, 2025 7:00 AM;61,357.85;33,894.00;4,817.75;29,076.25;0.00;27,463.85
Jan 8, 2025 7:00 AM;Jan 8, 2025 8:00 AM;64,345.03;32,940.50;4,751.75;28,188.75;0.00;31,404.53
Jan 8, 2025 8:00 AM;Jan 8, 2025 9:00 AM;66,671.11;32,731.75;4,813.50;27,636.50;281.75;33,939.36
Jan 8, 2025 9:00 AM;Jan 8, 2025 10:00 AM;66,924.03;33,840.50;4,830.25;26,833.50;2,176.75;33,083.53
Jan 8, 2025 10:00 AM;Jan 8, 2025 11:00 AM;66,902.72;35,804.75;4,916.50;26,014.75;4,873.50;31,097.96
Jan 8, 2025 11:00 AM;Jan 8, 2025 12:00 PM;67,272.68;37,445.25;4,992.25;25,763.25;6,689.75;29,827.43
Jan 8, 2025 12:00 PM;Jan 8, 2025 1:00 PM;66,811.48;37,258.75;4,963.75;25,270.75;7,024.25;29,552.73
Jan 8, 2025 1:00 PM;Jan 8, 2025 2:00 PM;64,550.16;34,621.25;4,944.00;23,705.75;5,971.50;29,928.91
Jan 8, 2025 2:00 PM;Jan 8, 2025 3:00 PM;62,280.34;30,000.00;4,895.75;21,240.00;3,864.25;32,280.34
Jan 8, 2025 3:00 PM;Jan 8, 2025 4:00 PM;59,766.45;25,341.25;4,894.50;19,037.50;1,409.25;34,425.20
Jan 8, 2025 4:00 PM;Jan 8, 2025 5:00 PM;60,015.98;22,865.50;4,846.50;17,910.50;108.50;37,150.48
Jan 8, 2025 5:00 PM;Jan 8, 2025 6:00 PM;61,380.99;21,999.25;4,740.00;17,259.25;0.00;39,381.74
Jan 8, 2025 6:00 PM;Jan 8, 2025 7:00 PM;60,080.02;21,063.50;4,514.00;16,549.50;0.00;39,016.52
Jan 8, 2025 7:00 PM;Jan 8, 2025 8:00 PM;57,330.21;19,821.25;4,210.00;15,611.25;0.00;37,508.96
Jan 8, 2025 8:00 PM;Jan 8, 2025 9:00 PM;53,842.87;18,439.00;3,794.00;14,645.00;0.00;35,403.87
Jan 8, 2025 9:00 PM;Jan 8, 2025 10:00 PM;49,632.39;16,780.75;3,380.00;13,400.75;0.00;32,851.64
Jan 8, 2025 10:00 PM;Jan 8, 2025 11:00 PM;46,045.23;15,238.75;3,035.25;12,203.50;0.00;30,806.48
Jan 8, 2025 11:00 PM;Jan 9, 2025 12:00 AM;43,379.27;14,245.25;2,760.75;11,484.50;0.00;29,134.02
Jan 9, 2025 12:00 AM;Jan 9, 2025 1:00 AM;41,716.61;14,871.50;1,882.50;12,989.00;0.00;26,845.11
Jan 9, 2025 1:00 AM;Jan 9, 2025 2:00 AM;39,874.34;14,228.00;1,654.00;12,574.00;0.00;25,646.34
Jan 9, 2025 2:00 AM;Jan 9, 2025 3:00 AM;39,112.21;13,329.00;1,389.25;11,939.75;0.00;25,783.21
Jan 9, 2025 3:00 AM;Jan 9, 2025 4:00 AM;39,110.68;12,519.75;1,126.25;11,393.50;0.00;26,590.93
Jan 9, 2025 4:00 AM;Jan 9, 2025 5:00 AM;39,708.86;11,926.50;952.50;10,974.00;0.00;27,782.36
Jan 9, 2025 5:00 AM;Jan 9, 2025 6:00 AM;42,492.66;11,546.50;856.00;10,690.50;0.00;30,946.16
Jan 9, 2025 6:00 AM;Jan 9, 2025 7:00 AM;48,259.05;11,410.50;751.00;10,659.50;0.00;36,848.55
Jan 9, 2025 7:00 AM;Jan 9, 2025 8:00 AM;52,614.43;11,269.75;690.50;10,579.25;0.00;41,344.68
Jan 9, 2025 8:00 AM;Jan 9, 2025 9:00 AM;55,688.45;12,064.25;691.75;10,949.00;423.50;43,624.20
Jan 9, 2025 9:00 AM;Jan 9, 2025 10:00 AM;57,696.48;14,608.75;733.50;11,595.75;2,279.50;43,087.73
