Start date;End date;Net export [MWh] Calculated resolutions;Netherlands (export) [MWh] Calculated resolutions;Netherlands (import) [MWh] Calculated resolutions;Switzerland (export) [MWh] Calculated resolutions;Switzerland (import) [MWh] Calculated resolutions;Denmark (export) [MWh] Calculated resolutions;Denmark (import) [MWh] Calculated resolutions;Czech Republic (export) [MWh] Calculated resolutions;Czech Republic (import) [MWh] Calculated resolutions;Luxembourg (export) [MWh] Calculated resolutions;Luxembourg (import) [MWh] Calculated resolutions;Sweden (export) [MWh] Calculated resolutions;Sweden (import) [MWh] Calculated resolutions;Austria (export) [MWh] Calculated resolutions;Austria (import) [MWh] Calculated resolutions;France (export) [MWh] Calculated resolutions;France (import) [MWh] Calculated resolutions;Poland (export) [MWh] Calculated resolutions;Poland (import) [MWh] Calculated resolutions;Norway (export) [MWh] Calculated resolutions;Norway (import) [MWh] Calculated resolutions;Belgium (export) [MWh] Calculated resolutions;Belgium (import) [MWh] Calculated resolutions
Apr 14, 2025 7:00 AM;Apr 14, 2025 8:00 AM;-6,743.33;27.41;-558.52;0.00;-2,003.03;0.00;-2,110.75;811.75;-612.00;360.28;0.00;0.00;-617.00;1,217.02;-1,420.26;0.00;-2,211.44;1,704.25;0.00;0.00;-599.75;0.00;-731.30
Apr 14, 2025 8:00 AM;Apr 14, 2025 9:00 AM;-4,678.61;508.16;-287.07;0.00;-930.80;0.00;-1,315.25;571.25;-966.75;357.27;0.00;0.00;-617.00;629.98;-573.09;0.00;-1,818.51;1,223.50;-16.50;0.00;-688.00;0.00;-755.80
Apr 14, 2025 9:00 AM;Apr 14, 2025 10:00 AM;-2,763.65;387.29;-83.32;273.79;-39.93;0.00;-1,229.25;667.00;-1,164.00;299.38;0.00;0.00;-618.00;865.77;-158.24;0.00;-1,400.93;493.25;-111.25;0.00;-688.00;32.39;-289.60
Apr 14, 2025 10:00 AM;Apr 14, 2025 11:00 AM;-1,351.05;195.01;-179.17;562.26;-2.55;0.00;-944.75;1,099.00;-851.00;295.09;0.00;0.00;-618.00;1,372.13;-67.26;0.00;-1,172.57;458.50;-7.75;0.00;-688.00;0.00;-802.00
Apr 14, 2025 11:00 AM;Apr 14, 2025 12:00 PM;-1,426.99;10.17;-1,246.91;560.60;-0.04;73.50;-262.25;838.75;-494.75;220.56;0.00;0.00;-618.00;1,942.19;-166.60;0.00;-838.08;209.25;-47.75;0.00;-686.75;0.00;-920.88
Apr 14, 2025 12:00 PM;Apr 14, 2025 1:00 PM;-53.14;0.00;-1,804.08;426.56;-3.91;184.25;-49.00;884.25;-26.75;173.81;0.00;0.00;-618.00;2,361.66;-64.09;0.00;-926.28;832.00;0.00;0.00;-570.75;0.00;-852.81
Apr 14, 2025 1:00 PM;Apr 14, 2025 2:00 PM;1,147.48;0.00;-1,794.97;589.20;-0.79;188.25;-340.50;1,256.50;0.00;173.61;0.00;0.00;-618.00;2,758.98;-90.54;0.00;-770.43;1,151.50;0.00;0.00;-542.50;0.00;-812.84
Apr 14, 2025 2:00 PM;Apr 14, 2025 3:00 PM;401.87;0.07;-1,685.87;361.80;-1.47;6.75;-690.00;1,355.75;0.00;91.48;0.00;0.00;-618.00;2,738.99;-75.98;0.00;-945.75;1,307.50;0.00;0.00;-617.25;0.00;-826.15
Apr 14, 2025 3:00 PM;Apr 14, 2025 4:00 PM;1,441.56;53.52;-834.89;756.36;-6.29;0.00;-1,661.50;1,325.50;0.00;156.63;0.00;0.00;-618.00;2,720.50;-34.18;0.00;-687.35;1,522.50;0.00;0.00;-684.50;0.00;-566.73
Apr 14, 2025 4:00 PM;Apr 14, 2025 5:00 PM;463.82;180.71;-31.72;338.53;-2.75;0.00;-1,833.50;1,194.25;-33.50;225.58;0.00;0.00;-618.00;2,210.14;-42.24;0.00;-802.96;1,148.25;0.00;0.00;-688.00;0.00;-780.97
Apr 14, 2025 5:00 PM;Apr 14, 2025 6:00 PM;-1,132.96;258.24;-460.48;144.02;-59.79;0.00;-2,393.50;1,167.50;-194.75;280.51;0.00;0.00;-618.00;1,975.63;-272.84;0.00;-1,055.75;1,620.00;0.00;0.00;-688.00;0.00;-835.75
Apr 14, 2025 6:00 PM;Apr 14, 2025 7:00 PM;-5,186.39;0.00;-929.89;3.41;-868.64;0.00;-2,291.50;735.00;-560.75;244.18;0.00;0.00;-618.00;1,237.32;-586.63;0.00;-1,786.43;1,771.50;0.00;0.00;-688.00;0.00;-847.95
Apr 14, 2025 7:00 PM;Apr 14, 2025 8:00 PM;-8,463.37;0.00;-1,123.44;0.00;-2,503.51;0.00;-1,397.75;566.75;-570.50;338.53;0.00;0.00;-618.00;821.75;-1,621.59;0.00;-2,306.98;1,634.25;0.00;0.00;-688.00;0.00;-994.88
Apr 14, 2025 8:00 PM;Apr 14, 2025 9:00 PM;-5,176.50;257.30;-701.44;0.00;-1,904.30;0.00;-692.75;830.00;-566.75;425.32;0.00;0.00;-535.00;1,144.59;-1,362.80;0.00;-2,240.47;1,775.25;0.00;0.00;-688.00;0.00;-917.45
Apr 14, 2025 9:00 PM;Apr 14, 2025 10:00 PM;-750.97;1,135.11;-3.28;45.28;-190.59;0.00;-1,580.00;1,116.75;-862.75;393.19;0.00;0.00;-615.00;1,029.40;-449.75;0.00;-1,574.68;1,476.75;0.00;0.00;-688.00;48.46;-31.87
Apr 14, 2025 10:00 PM;Apr 14, 2025 11:00 PM;1,422.84;1,919.20;0.00;436.77;-0.03;0.00;-2,033.50;1,373.25;-1,009.75;317.30;0.00;0.00;-618.00;1,312.60;-266.11;0.00;-1,120.12;1,373.75;0.00;0.00;-688.00;425.47;0.00
Apr 14, 2025 11:00 PM;Apr 15, 2025 12:00 AM;3,333.58;2,138.97;0.00;610.45;0.00;65.25;-916.50;1,469.75;-848.00;249.78;0.00;0.00;-618.00;1,220.59;-225.07;0.00;-1,039.96;1,515.00;0.00;0.00;-688.00;399.31;0.00
Apr 15, 2025 12:00 AM;Apr 15, 2025 1:00 AM;3,881.98;2,494.27;0.00;579.12;0.00;41.25;-822.00;1,469.00;-694.25;215.06;0.00;0.00;-563.00;1,341.61;-242.12;0.00;-1,057.15;1,698.00;0.00;0.00;-688.00;110.19;0.00
Apr 15, 2025 1:00 AM;Apr 15, 2025 2:00 AM;3,224.13;2,651.79;0.00;608.56;0.00;58.25;-758.00;1,179.25;-657.50;84.64;0.00;0.00;-616.00;1,399.91;-224.94;0.00;-1,367.02;1,323.50;0.00;0.00;-688.00;229.68;0.00
Apr 15, 2025 2:00 AM;Apr 15, 2025 3:00 AM;3,509.32;2,751.76;0.00;598.52;-18.44;85.00;-841.50;1,214.50;-638.75;60.82;0.00;0.00;-517.00;1,685.19;-272.29;0.00;-1,455.30;1,291.50;0.00;0.00;-688.00;253.32;0.00
Apr 15, 2025 3:00 AM;Apr 15, 2025 4:00 AM;3,757.73;3,292.34;0.00;716.50;0.00;57.00;-873.75;1,339.50;-583.75;149.63;0.00;0.00;-325.00;1,638.66;-316.82;0.00;-1,312.98;1,366.00;0.00;0.00;-688.00;0.00;-701.59
Apr 15, 2025 4:00 AM;Apr 15, 2025 5:00 AM;3,714.75;3,258.81;0.00;579.43;0.00;92.25;-824.75;1,435.50;-565.00;211.56;0.00;0.00;-583.00;1,696.44;-389.35;0.00;-1,294.07;1,516.00;0.00;0.00;-688.00;0.00;-731.05
Apr 15, 2025 5:00 AM;Apr 15, 2025 6:00 AM;3,666.97;2,896.59;0.00;434.63;0.00;110.00;-737.25;1,652.50;-329.50;211.43;0.00;0.00;-617.00;1,663.97;-414.06;0.00;-1,348.63;1,619.00;0.00;0.00;-688.00;0.00;-786.70
Apr 15, 2025 6:00 AM;Apr 15, 2025 7:00 AM;4,385.19;2,228.71;0.00;404.97;0.00;482.75;-609.50;1,752.50;-50.50;365.18;0.00;0.00;-617.00;1,707.78;-326.30;0.00;-1,011.74;1,599.25;0.00;0.00;-688.00;0.00;-852.91
Apr 15, 2025 7:00 AM;Apr 15, 2025 8:00 AM;4,500.21;2,284.45;0.00;268.23;-22.00;591.50;-543.25;1,898.00;0.00;434.65;0.00;0.00;-617.00;1,523.37;-292.81;0.00;-1,079.60;1,673.00;0.00;0.00;-687.00;0.00;-931.33
Apr 15, 2025 8:00 AM;Apr 15, 2025 9:00 AM;4,209.43;1,863.14;0.00;249.96;-61.64;601.50;-634.50;1,569.00;0.00;309.62;0.00;0.00;-618.00;1,517.15;-191.86;0.00;-1,291.45;1,250.00;0.00;0.00;-687.00;333.51;0.00
Apr 15, 2025 9:00 AM;Apr 15, 2025 10:00 AM;5,202.19;2,430.90;0.00;388.21;-154.31;72.00;-728.25;1,657.25;0.00;252.14;0.00;0.00;-618.00;1,826.80;-69.33;0.00;-1,068.92;1,162.75;0.00;0.00;-687.50;738.44;0.00
Apr 15, 2025 10:00 AM;Apr 15, 2025 11:00 AM;4,480.09;1,566.08;-107.58;193.72;-95.98;125.00;-487.25;1,617.50;0.00;303.30;0.00;0.00;-618.00;2,152.04;-142.26;0.00;-1,138.62;463.25;-1.25;140.75;-222.00;731.40;0.00
Apr 15, 2025 11:00 AM;Apr 15, 2025 12:00 PM;8,091.14;1,600.37;-9.45;320.45;-67.53;648.50;-38.50;1,854.75;0.00;451.94;0.00;0.00;-111.00;2,323.52;-97.58;0.00;-913.39;1,074.75;0.00;363.25;0.00;691.06;0.00
Apr 15, 2025 12:00 PM;Apr 15, 2025 1:00 PM;7,570.74;1,209.95;-595.33;189.62;-38.09;1,356.25;0.00;1,726.50;0.00;382.75;0.00;442.00;0.00;1,903.51;-83.74;0.00;-1,097.49;848.75;0.00;609.75;0.00;716.31;0.00
Apr 15, 2025 1:00 PM;Apr 15, 2025 2:00 PM;8,521.99;1,634.64;-35.28;183.24;-29.32;1,213.00;-0.75;1,680.25;-2.25;444.29;0.00;506.00;0.00;2,048.36;-58.28;0.00;-1,138.72;876.25;0.00;517.75;0.00;682.80;0.00
Apr 15, 2025 2:00 PM;Apr 15, 2025 3:00 PM;5,948.89;1,699.77;0.00;136.97;-55.14;250.25;-412.00;1,512.00;-6.75;369.69;0.00;74.00;0.00;1,933.35;-27.81;0.00;-1,026.09;788.00;0.00;36.75;-28.50;704.40;0.00
Apr 15, 2025 3:00 PM;Apr 15, 2025 4:00 PM;4,184.92;1,982.99;0.00;124.19;-47.10;44.00;-619.00;1,502.50;-27.25;275.17;0.00;0.00;-499.00;1,865.49;-56.64;0.00;-1,554.22;1,029.00;-1.75;0.00;-508.00;674.53;0.00
Apr 15, 2025 4:00 PM;Apr 15, 2025 5:00 PM;4,005.23;1,746.05;0.00;231.26;-23.71;100.00;-740.50;1,674.00;-203.75;246.36;0.00;0.00;-618.00;1,712.68;-138.14;0.00;-1,157.90;1,254.50;0.00;0.00;-688.00;610.38;0.00
Apr 15, 2025 5:00 PM;Apr 15, 2025 6:00 PM;3,686.46;1,368.92;0.00;385.03;-3.84;184.25;-684.25;1,805.25;-203.00;312.16;0.00;0.00;-618.00;1,978.80;-228.98;0.00;-1,427.03;1,548.00;0.00;0.00;-685.50;4.33;-49.69
Apr 15, 2025 6:00 PM;Apr 15, 2025 7:00 PM;1,208.12;1,412.55;0.00;283.14;-36.33;0.00;-1,480.50;1,290.00;-830.00;292.37;0.00;0.00;-618.00;1,017.36;-138.55;0.00;-1,496.48;1,228.50;0.00;0.00;-528.50;812.56;0.00
Apr 15, 2025 7:00 PM;Apr 15, 2025 8:00 PM;-1,494.96;1,214.47;-6.74;0.06;-726.25;0.00;-1,864.50;1,191.50;-1,002.00;318.08;0.00;0.00;-618.00;643.47;-427.78;0.00;-2,204.17;1,188.00;0.00;2.00;-8.00;804.90;0.00
Apr 15, 2025 8:00 PM;Apr 15, 2025 9:00 PM;-1,539.50;1,531.31;0.00;0.00;-955.06;0.00;-1,119.50;1,080.00;-1,146.25;315.07;0.00;0.00;-618.00;678.38;-733.31;0.00;-2,581.51;1,268.75;0.00;0.75;0.00;739.87;0.00
Apr 15, 2025 9:00 PM;Apr 15, 2025 10:00 PM;-1,901.17;1,393.00;-16.21;40.04;-196.82;0.50;-1,092.75;802.50;-1,378.00;343.36;0.00;0.00;-618.00;692.66;-712.00;0.00;-2,296.98;592.50;-184.25;0.00;0.00;729.28;0.00
Apr 15, 2025 10:00 PM;Apr 15, 2025 11:00 PM;-1,481.35;1,683.55;-39.76;639.87;-17.58;0.50;-1,220.75;917.75;-1,494.50;431.45;0.00;0.00;-618.00;652.41;-495.08;0.00;-1,839.85;206.75;-304.00;0.00;-564.50;580.39;0.00
Apr 15, 2025 11:00 PM;Apr 16, 2025 12:00 AM;-3,060.47;1,698.58;0.00;219.24;-8.60;0.00;-1,859.75;731.00;-1,405.00;278.91;0.00;0.00;-618.00;791.82;-334.96;0.00;-1,746.56;303.50;-269.75;0.00;-829.25;79.94;-91.60
Apr 16, 2025 12:00 AM;Apr 16, 2025 1:00 AM;-3,270.81;2,035.21;0.00;46.82;-146.37;0.00;-2,502.00;744.75;-1,212.25;184.63;0.00;0.00;-618.00;516.50;-389.05;0.00;-1,796.37;474.25;-21.75;0.00;-845.25;258.06;0.00
Apr 16, 2025 1:00 AM;Apr 16, 2025 2:00 AM;-3,601.34;1,611.12;0.00;81.29;-112.73;0.00;-2,603.25;787.25;-1,209.75;139.89;0.00;0.00;-618.00;360.42;-351.18;0.00;-1,675.77;750.00;0.00;0.00;-967.50;206.86;0.00
Apr 16, 2025 2:00 AM;Apr 16, 2025 3:00 AM;-4,116.44;1,554.76;0.00;152.40;-68.24;0.00;-2,675.00;751.50;-1,239.00;139.91;0.00;0.00;-618.00;335.88;-316.78;0.00;-1,517.51;793.25;0.00;0.00;-1,271.00;0.00;-138.61
Apr 16, 2025 3:00 AM;Apr 16, 2025 4:00 AM;-5,613.20;919.47;0.00;128.68;-187.54;0.00;-2,740.75;746.75;-1,209.75;162.56;0.00;0.00;-618.00;403.38;-310.53;0.00;-1,716.82;936.50;0.00;0.00;-1,400.50;0.00;-726.64
Apr 16, 2025 4:00 AM;Apr 16, 2025 5:00 AM;-6,695.85;129.65;-523.73;134.70;-229.13;0.00;-2,886.50;753.00;-1,056.25;143.85;0.00;0.00;-618.00;464.04;-315.37;0.00;-1,749.49;1,067.50;0.00;0.00;-1,403.25;0.00;-606.88
Apr 16, 2025 5:00 AM;Apr 16, 2025 6:00 AM;-8,436.97;0.31;-1,477.51;119.42;-594.72;0.00;-3,186.25;862.75;-896.25;157.86;0.00;0.00;-618.00;516.88;-441.16;0.00;-2,032.40;932.75;0.00;0.00;-1,017.50;0.00;-763.14
Apr 16, 2025 6:00 AM;Apr 16, 2025 7:00 AM;-9,269.13;0.00;-1,783.15;4.05;-1,476.00;0.00;-3,164.00;811.75;-704.00;238.69;0.00;0.00;-618.00;405.38;-1,086.08;0.00;-2,403.74;1,407.00;0.00;0.00;-18.75;0.00;-882.27
Apr 16, 2025 7:00 AM;Apr 16, 2025 8:00 AM;-9,367.04;3.17;-846.08;0.00;-1,564.77;0.00;-2,746.50;550.00;-780.50;250.44;0.00;0.00;-618.00;324.89;-1,120.76;0.00;-2,365.81;1,008.75;0.00;0.00;-618.25;0.00;-843.62
Apr 16, 2025 8:00 AM;Apr 16, 2025 9:00 AM;-8,189.02;138.23;-669.94;0.00;-1,030.65;0.00;-1,201.25;74.00;-1,182.00;289.31;0.00;0.00;-618.00;660.03;-1,605.41;0.00;-2,046.80;53.00;-132.00;0.00;-687.25;0.00;-230.29
Apr 16, 2025 9:00 AM;Apr 16, 2025 10:00 AM;-4,024.76;471.52;-292.96;109.97;-588.17;157.00;-23.25;0.00;-1,354.25;354.78;0.00;0.00;-618.00;1,153.70;-1,158.69;70.16;-1,740.64;6.25;-347.75;0.00;-687.50;463.06;0.00
Apr 16, 2025 10:00 AM;Apr 16, 2025 11:00 AM;-2,622.15;1,819.16;-42.76;393.32;-336.84;127.25;-65.00;0.00;-1,391.25;458.94;0.00;0.00;-618.00;1,481.26;-1,169.85;146.68;-1,544.00;45.25;-265.50;0.00;-687.50;0.00;-973.31
Apr 16, 2025 11:00 AM;Apr 16, 2025 12:00 PM;-2,798.70;1,352.34;-198.36;526.45;-283.26;0.25;-368.50;0.00;-1,080.50;406.99;0.00;0.00;-618.00;1,657.05;-1,177.25;42.68;-1,510.11;192.75;-196.25;0.00;-687.50;0.00;-857.50
Apr 16, 2025 12:00 PM;Apr 16, 2025 1:00 PM;-2,391.14;660.88;-283.54;592.21;-357.48;32.75;-375.75;0.00;-1,160.75;344.93;0.00;0.00;-110.00;1,655.53;-1,222.77;146.05;-1,584.46;212.25;-129.50;0.00;-520.00;0.00;-291.49
Apr 16, 2025 1:00 PM;Apr 16, 2025 2:00 PM;-2,429.67;782.90;-159.47;550.84;-304.77;5.75;-117.00;0.00;-1,157.25;375.34;0.00;0.00;0.00;1,511.70;-1,179.82;39.74;-1,624.71;174.75;-155.00;0.00;-467.75;0.00;-704.94
Apr 16, 2025 2:00 PM;Apr 16, 2025 3:00 PM;-3,469.05;1,007.82;-191.08;265.49;-230.62;12.75;-308.75;0.00;-1,204.50;327.80;0.00;0.00;0.00;1,447.20;-1,407.51;0.00;-1,796.34;304.75;-110.25;0.00;-650.00;0.00;-935.81
Apr 16, 2025 3:00 PM;Apr 16, 2025 4:00 PM;-5,146.00;1,201.98;-28.51;174.05;-393.40;0.00;-1,958.75;97.00;-1,206.00;335.40;0.00;0.00;-457.00;1,123.12;-1,243.86;0.00;-1,803.97;676.75;-8.25;0.00;-688.00;0.00;-966.57
Apr 16, 2025 4:00 PM;Apr 16, 2025 5:00 PM;-5,268.31;1,842.97;-0.22;114.52;-410.11;0.00;-2,101.00;101.00;-1,452.75;412.14;0.00;0.00;-617.00;924.60;-1,150.59;0.00;-1,599.68;333.25;-3.25;0.00;-688.00;0.00;-974.18
Apr 16, 2025 5:00 PM;Apr 16, 2025 6:00 PM;-4,544.07;1,994.06;-33.82;81.34;-450.97;0.00;-2,543.25;113.25;-1,330.75;465.87;0.00;0.00;-618.00;650.16;-829.94;0.00;-1,660.41;931.75;-11.75;0.00;-688.00;0.00;-613.62
Apr 16, 2025 6:00 PM;Apr 16, 2025 7:00 PM;-4,888.63;1,390.22;-387.67;0.00;-566.73;0.00;-2,426.25;346.00;-1,058.75;472.67;0.00;0.00;-618.00;433.19;-821.02;0.00;-1,653.41;1,594.75;0.00;0.00;-688.00;0.00;-905.62
Apr 16, 2025 7:00 PM;Apr 16, 2025 8:00 PM;-5,130.47;1,795.39;-481.11;0.00;-1,916.80;0.00;-1,921.75;952.25;-578.75;446.84;0.00;0.00;-615.00;462.89;-1,033.22;0.00;-2,251.93;1,696.75;0.00;0.00;-688.00;0.00;-998.04
Apr 16, 2025 8:00 PM;Apr 16, 2025 9:00 PM;-4,465.78;2,083.43;-226.43;0.00;-2,037.67;0.00;-2,115.75;1,290.25;-559.75;398.94;0.00;0.00;-618.00;540.85;-1,118.86;0.00;-2,368.74;1,780.00;0.00;0.00;-687.75;0.00;-826.31
Apr 16, 2025 9:00 PM;Apr 16, 2025 10:00 PM;-1,933.72;2,372.72;-0.03;0.00;-816.14;0.00;-2,553.25;1,273.25;-888.75;314.97;0.00;0.00;-618.00;248.83;-726.50;0.00;-2,044.60;1,656.25;0.00;0.00;-687.50;535.05;0.00
Apr 16, 2025 10:00 PM;Apr 16, 2025 11:00 PM;-42.42;2,960.54;0.00;131.97;-95.66;0.00;-2,736.00;1,610.25;-931.00;409.89;0.00;0.00;-618.00;407.04;-280.78;0.00;-1,543.48;1,543.25;0.00;0.00;-687.50;0.00;-212.94
Apr 16, 2025 11:00 PM;Apr 17, 2025 12:00 AM;24.66;2,791.99;0.00;135.60;-50.85;0.00;-2,339.25;1,456.00;-962.00;340.03;0.00;0.00;-618.00;468.54;-454.47;0.00;-1,494.81;975.75;0.00;0.00;-687.00;463.12;0.00
Apr 17, 2025 12:00 AM;Apr 17, 2025 1:00 AM;821.92;2,922.40;0.00;64.14;-57.44;0.00;-1,125.25;1,376.75;-993.75;323.12;0.00;0.00;-618.00;409.64;-394.08;0.00;-1,493.85;683.75;-6.75;0.00;-683.25;414.49;0.00
Apr 17, 2025 1:00 AM;Apr 17, 2025 2:00 AM;777.58;2,706.77;0.00;36.47;-50.55;91.00;-741.75;1,211.50;-1,016.50;322.00;0.00;0.00;-618.00;286.40;-444.29;0.00;-1,369.70;559.00;-1.25;0.00;-687.00;493.50;0.00
Apr 17, 2025 2:00 AM;Apr 17, 2025 3:00 AM;753.43;2,619.00;0.00;129.38;-9.61;225.50;-713.50;951.75;-1,044.25;297.79;0.00;0.00;-618.00;283.27;-522.29;0.00;-1,382.33;570.00;-3.50;0.00;-684.25;654.47;0.00
Apr 17, 2025 3:00 AM;Apr 17, 2025 4:00 AM;-166.21;2,700.28;0.00;46.79;-78.59;98.50;-697.00;887.25;-1,078.25;272.28;0.00;0.00;-618.00;202.28;-810.10;0.00;-1,610.23;497.00;0.00;0.00;-687.00;708.58;0.00
Apr 17, 2025 4:00 AM;Apr 17, 2025 5:00 AM;-456.51;2,400.13;-26.79;14.32;-278.97;222.00;-670.25;753.00;-1,081.50;268.84;0.00;0.00;-618.00;163.72;-555.36;0.00;-1,615.91;632.25;0.00;0.00;-679.50;615.51;0.00
Apr 17, 2025 5:00 AM;Apr 17, 2025 6:00 AM;-1,927.01;2,585.71;-218.32;35.85;-336.22;0.00;-998.50;911.75;-1,093.25;306.70;0.00;0.00;-618.00;122.43;-481.19;0.00;-1,501.75;646.75;0.00;0.00;-686.00;0.00;-602.97
Apr 17, 2025 6:00 AM;Apr 17, 2025 7:00 AM;-4,208.23;2,231.96;-296.27;15.41;-639.58;0.00;-1,964.50;803.25;-1,067.50;282.94;0.00;0.00;-618.00;222.68;-981.66;0.00;-1,657.11;849.50;0.00;0.00;-687.00;0.00;-702.34
Apr 17, 2025 7:00 AM;Apr 17, 2025 8:00 AM;-4,054.41;2,132.77;-151.59;0.00;-581.08;0.00;-1,897.00;519.00;-1,253.25;239.99;0.00;0.00;-618.00;383.03;-1,425.92;0.00;-1,527.33;382.50;-115.75;0.00;-687.00;545.22;0.00
Apr 17, 2025 8:00 AM;Apr 17, 2025 9:00 AM;-3,577.75;2,515.18;-86.96;107.52;-293.42;3.75;-782.50;13.25;-1,628.75;364.65;0.00;0.00;-618.00;805.97;-1,983.63;0.00;-1,073.76;60.50;-938.00;0.00;-687.00;643.44;0.00
Apr 17, 2025 9:00 AM;Apr 17, 2025 10:00 AM;-3,235.20;2,396.72;0.00;143.03;-290.63;79.75;-680.00;34.75;-1,318.50;255.26;0.00;0.00;-618.00;847.68;-1,412.71;0.00;-1,714.85;113.75;-1,145.75;0.00;-687.00;761.31;0.00
Apr 17, 2025 10:00 AM;Apr 17, 2025 11:00 AM;-3,433.01;2,460.96;0.00;16.56;-748.81;234.50;-654.75;275.50;-1,423.50;253.36;0.00;0.00;-618.00;942.39;-1,569.61;0.00;-1,297.18;20.50;-1,478.00;0.00;-687.00;840.07;0.00
Apr 17, 2025 11:00 AM;Apr 17, 2025 12:00 PM;-1,939.79;2,636.16;0.00;39.15;-627.97;115.75;-596.50;895.75;-1,323.00;259.36;0.00;0.00;-618.00;1,143.57;-1,358.05;0.00;-1,172.38;1.75;-1,151.75;0.00;-687.00;503.37;0.00
Apr 17, 2025 12:00 PM;Apr 17, 2025 1:00 PM;-3,040.04;1,758.52;0.00;11.11;-641.06;152.75;-729.00;694.25;-1,133.50;245.96;0.00;0.00;-618.00;1,114.55;-1,450.92;0.00;-1,393.08;60.25;-1,141.25;0.00;-687.00;716.38;0.00
Apr 17, 2025 1:00 PM;Apr 17, 2025 2:00 PM;-2,340.05;2,179.48;0.00;101.82;-456.99;422.00;-691.50;671.25;-1,019.50;282.47;0.00;0.00;-618.00;1,144.75;-1,046.18;0.00;-1,418.76;3.50;-1,172.00;0.00;-687.00;3.61;-39.01
Apr 17, 2025 2:00 PM;Apr 17, 2025 3:00 PM;-2,367.00;2,035.93;0.00;116.26;-523.72;403.25;-715.25;858.50;-1,185.75;224.62;0.00;0.00;-618.00;1,217.83;-1,325.70;0.00;-1,282.37;0.00;-1,256.00;0.00;-687.00;370.41;0.00
Apr 17, 2025 3:00 PM;Apr 17, 2025 4:00 PM;-2,991.92;1,919.14;0.00;0.00;-553.08;152.25;-764.50;831.25;-1,291.75;225.20;0.00;0.00;-618.00;962.39;-1,324.19;0.00;-1,363.62;0.00;-1,137.75;0.00;-687.00;657.75;0.00
Apr 17, 2025 4:00 PM;Apr 17, 2025 5:00 PM;-1,550.90;2,366.62;0.00;1.71;-375.50;159.75;-826.00;1,023.50;-1,121.75;244.88;0.00;0.00;-618.00;803.53;-1,150.25;0.00;-1,498.54;39.00;-796.00;0.00;-687.00;883.15;0.00
Apr 17, 2025 5:00 PM;Apr 17, 2025 6:00 PM;-957.10;2,754.57;0.00;0.00;-758.00;1.00;-867.75;709.00;-632.50;251.80;0.00;0.00;-618.00;738.08;-1,277.00;0.00;-1,751.29;438.25;-102.50;0.00;-687.00;844.23;0.00
Apr 17, 2025 6:00 PM;Apr 17, 2025 7:00 PM;-615.03;2,899.46;0.00;0.00;-773.45;0.00;-1,337.50;752.75;-647.75;331.26;0.00;0.00;-618.00;538.76;-1,120.01;0.00;-1,599.01;1,023.50;0.00;0.00;-619.25;554.22;0.00
Apr 17, 2025 7:00 PM;Apr 17, 2025 8:00 PM;-769.40;2,603.18;0.00;0.00;-1,203.62;0.00;-1,429.50;820.75;-560.50;277.23;0.00;0.00;-618.00;417.13;-974.17;0.00;-1,685.12;1,487.75;0.00;0.00;-19.00;114.47;0.00
Apr 17, 2025 8:00 PM;Apr 17, 2025 9:00 PM;-971.14;2,823.36;0.00;0.00;-1,291.62;0.00;-1,254.50;825.25;-587.75;256.63;0.00;0.00;-618.00;428.54;-922.70;0.00;-1,954.62;1,604.50;0.00;0.00;-757.00;476.77;0.00
Apr 17, 2025 9:00 PM;Apr 17, 2025 10:00 PM;-181.14;3,549.49;0.00;0.00;-1,116.30;0.00;-927.75;655.00;-691.50;283.75;0.00;0.00;-618.00;514.04;-1,156.24;0.25;-1,584.98;809.25;0.00;0.00;-863.75;965.60;0.00
Apr 17, 2025 10:00 PM;Apr 17, 2025 11:00 PM;-586.73;3,588.58;0.00;0.00;-730.69;0.00;-851.00;854.75;-688.50;301.39;0.00;0.00;-618.00;292.86;-658.49;0.00;-1,570.40;490.50;-112.00;0.00;-882.25;24.49;-27.97
Apr 17, 2025 11:00 PM;Apr 18, 2025 12:00 AM;-1,042.16;2,928.46;0.00;0.00;-530.42;0.00;-826.00;811.00;-647.25;261.90;0.00;0.00;-618.00;264.81;-624.60;0.00;-1,579.38;162.50;-330.50;0.00;-864.25;549.56;0.00
Apr 18, 2025 12:00 AM;Apr 18, 2025 1:00 AM;-1,937.33;2,724.37;0.00;0.00;-859.63;0.00;-1,255.50;591.75;-607.25;244.51;0.00;0.00;-618.00;221.70;-624.37;0.00;-1,840.42;134.50;-26.75;0.00;-902.75;880.51;0.00
Apr 18, 2025 1:00 AM;Apr 18, 2025 2:00 AM;-2,110.38;2,617.36;0.00;0.00;-923.49;0.00;-1,286.50;542.00;-693.25;291.00;0.00;0.00;-618.00;219.36;-750.64;0.00;-1,673.86;214.25;0.00;0.00;-924.00;875.41;0.00
Apr 18, 2025 2:00 AM;Apr 18, 2025 3:00 AM;-1,933.60;2,716.32;0.00;0.00;-539.05;0.00;-1,320.25;410.25;-820.25;299.70;0.00;0.00;-618.00;325.25;-772.89;0.00;-1,379.44;58.75;-26.50;0.00;-953.00;685.51;0.00
