Start date;End date;Net export [MWh] Calculated resolutions;Netherlands (export) [MWh] Calculated resolutions;Netherlands (import) [MWh] Calculated resolutions;Switzerland (export) [MWh] Calculated resolutions;Switzerland (import) [MWh] Calculated resolutions;Denmark (export) [MWh] Calculated resolutions;Denmark (import) [MWh] Calculated resolutions;Czech Republic (export) [MWh] Calculated resolutions;Czech Republic (import) [MWh] Calculated resolutions;Luxembourg (export) [MWh] Calculated resolutions;Luxembourg (import) [MWh] Calculated resolutions;Sweden (export) [MWh] Calculated resolutions;Sweden (import) [MWh] Calculated resolutions;Austria (export) [MWh] Calculated resolutions;Austria (import) [MWh] Calculated resolutions;France (export) [MWh] Calculated resolutions;France (import) [MWh] Calculated resolutions;Poland (export) [MWh] Calculated resolutions;Poland (import) [MWh] Calculated resolutions;Norway (export) [MWh] Calculated resolutions;Norway (import) [MWh] Calculated resolutions;Belgium (export) [MWh] Calculated resolutions;Belgium (import) [MWh] Calculated resolutions
Jan 1, 2025 12:00 AM;Jan 1, 2025 1:00 AM;10,171.74;1,225.64;-2,374.51;3,019.25;0.00;194.75;-42.25;1,559.75;-188.00;250.83;0.00;506.00;0.00;2,834.32;-22.48;0.00;-915.02;2,032.00;0.00;1,094.25;0.00;997.21;0.00
Jan 1, 2025 1:00 AM;Jan 1, 2025 2:00 AM;11,474.96;1,084.56;-2,236.43;3,414.25;0.00;960.25;0.00;1,745.00;-194.25;236.35;0.00;506.00;0.00;2,951.75;-134.49;0.00;-930.91;2,199.25;0.00;1,107.00;0.00;766.63;0.00
Jan 1, 2025 2:00 AM;Jan 1, 2025 3:00 AM;10,101.22;1,345.66;-2,487.55;3,402.25;0.00;99.00;-180.75;1,814.50;-207.00;169.29;0.00;506.00;0.00;3,278.77;-281.31;0.00;-906.09;2,226.00;0.00;830.50;0.00;491.95;0.00
Jan 1, 2025 3:00 AM;Jan 1, 2025 4:00 AM;9,012.83;979.93;-2,429.19;3,594.75;0.00;78.75;-395.25;1,841.50;-171.25;202.89;0.00;506.00;0.00;3,480.86;-381.93;0.00;-1,112.06;2,153.25;0.00;795.25;0.00;0.00;-130.67
Jan 1, 2025 4:00 AM;Jan 1, 2025 5:00 AM;7,382.81;807.11;-2,634.52;3,368.75;0.00;65.75;-691.75;1,871.75;-126.25;124.66;0.00;506.00;0.00;3,310.71;-319.73;0.00;-1,209.07;2,175.25;0.00;420.50;0.00;0.00;-286.34
Jan 1, 2025 5:00 AM;Jan 1, 2025 6:00 AM;7,079.64;892.17;-2,387.13;3,208.50;0.00;44.50;-578.50;1,619.00;-108.50;152.59;0.00;506.00;0.00;3,307.60;-393.36;0.00;-1,475.37;2,087.75;0.00;458.25;0.00;0.00;-253.86
Jan 1, 2025 6:00 AM;Jan 1, 2025 7:00 AM;9,165.62;1,102.79;-2,087.44;3,322.50;0.00;63.50;-186.25;1,804.25;-59.50;138.86;0.00;506.00;0.00;3,524.72;-388.78;0.00;-1,684.11;2,258.75;0.00;1,005.00;0.00;0.00;-154.68
Jan 1, 2025 7:00 AM;Jan 1, 2025 8:00 AM;11,226.76;1,228.11;-2,117.96;3,502.50;0.00;1,086.00;0.00;1,607.25;-92.00;142.88;0.00;506.00;0.00;3,328.54;-253.16;0.00;-1,508.03;1,926.50;0.00;1,117.00;0.00;753.13;0.00
Jan 1, 2025 8:00 AM;Jan 1, 2025 9:00 AM;11,360.17;1,496.83;-1,422.13;3,372.00;0.00;189.00;-95.75;1,631.75;-63.25;196.53;0.00;506.00;0.00;3,211.93;-219.39;0.00;-1,387.13;2,022.75;0.00;1,120.00;0.00;801.03;0.00
Jan 1, 2025 9:00 AM;Jan 1, 2025 10:00 AM;10,322.76;1,249.50;-1,506.90;3,078.75;0.00;433.50;-262.50;1,641.00;-2.00;139.86;0.00;506.00;0.00;3,149.57;-154.67;0.00;-1,899.56;1,998.25;0.00;1,121.00;0.00;830.96;0.00
Jan 1, 2025 10:00 AM;Jan 1, 2025 11:00 AM;12,329.82;1,204.54;-975.75;3,242.50;0.00;1,618.75;-4.50;1,320.75;-27.00;178.25;0.00;506.00;0.00;3,175.38;-97.54;0.00;-1,597.71;1,828.00;0.00;1,121.00;0.00;837.16;0.00
Jan 1, 2025 11:00 AM;Jan 1, 2025 12:00 PM;13,359.62;1,275.67;-379.77;2,970.00;0.00;2,195.75;0.00;1,354.00;-1.00;183.75;0.00;506.00;0.00;3,465.50;-119.10;0.00;-1,782.30;1,708.75;0.00;1,121.00;0.00;861.38;0.00
Jan 1, 2025 12:00 PM;Jan 1, 2025 1:00 PM;14,274.20;1,240.91;-94.49;2,818.75;0.00;2,537.00;0.00;1,321.75;0.00;237.79;0.00;506.00;0.00;3,564.50;-67.92;0.00;-1,408.79;1,638.75;0.00;1,121.00;0.00;858.95;0.00
Jan 1, 2025 1:00 PM;Jan 1, 2025 2:00 PM;14,631.25;1,157.73;-107.51;2,667.00;0.00;2,831.50;0.00;1,576.50;0.00;265.48;0.00;506.00;0.00;3,704.88;-132.98;0.00;-1,494.55;1,730.75;0.00;1,121.00;0.00;805.45;0.00
Jan 1, 2025 2:00 PM;Jan 1, 2025 3:00 PM;13,362.48;1,186.77;-494.14;2,373.75;0.00;2,998.75;0.00;1,832.50;0.00;221.46;0.00;506.00;0.00;3,674.04;-370.79;0.00;-2,079.44;1,476.25;0.00;1,120.00;0.00;917.33;0.00
Jan 1, 2025 3:00 PM;Jan 1, 2025 4:00 PM;13,315.17;1,245.55;-1,072.61;2,932.25;0.00;2,838.50;0.00;1,740.75;-28.75;227.31;0.00;506.00;0.00;3,576.59;-410.71;0.00;-1,884.72;1,525.75;0.00;1,120.00;0.00;999.26;0.00
Jan 1, 2025 4:00 PM;Jan 1, 2025 5:00 PM;12,519.75;1,259.96;-1,420.93;2,480.75;0.00;3,096.75;0.00;2,027.50;-42.75;130.59;0.00;506.00;0.00;3,360.43;-567.58;0.00;-2,054.82;1,644.50;0.00;1,120.00;0.00;979.36;0.00
Jan 1, 2025 5:00 PM;Jan 1, 2025 6:00 PM;13,010.80;1,361.11;-1,549.00;2,668.50;0.00;3,158.25;0.00;1,947.75;-39.00;105.39;0.00;506.00;0.00;3,538.47;-512.23;0.00;-2,001.69;1,705.50;0.00;1,120.00;0.00;1,001.75;0.00
Jan 1, 2025 6:00 PM;Jan 1, 2025 7:00 PM;12,988.33;1,082.04;-1,425.16;2,665.25;0.00;2,989.00;0.00;1,914.50;-24.00;117.04;0.00;506.00;0.00;3,380.73;-456.41;0.00;-1,580.97;1,705.75;0.00;1,120.00;0.00;994.56;0.00
Jan 1, 2025 7:00 PM;Jan 1, 2025 8:00 PM;13,061.68;898.10;-1,561.26;2,799.00;0.00;2,970.25;0.00;1,879.25;-29.00;77.46;0.00;506.00;0.00;3,489.50;-428.68;0.00;-1,290.49;1,635.00;0.00;1,120.00;0.00;996.55;0.00
Jan 1, 2025 8:00 PM;Jan 1, 2025 9:00 PM;14,134.47;1,100.27;-1,119.31;3,001.25;0.00;3,157.25;0.00;1,920.75;-57.00;70.95;0.00;506.00;0.00;3,502.88;-370.99;0.00;-1,395.12;1,695.25;0.00;1,120.00;0.00;1,002.30;0.00
Jan 1, 2025 9:00 PM;Jan 1, 2025 10:00 PM;14,113.28;1,315.51;-822.12;3,138.50;0.00;2,703.25;0.00;1,970.00;-101.25;65.96;0.00;506.00;0.00;3,492.58;-488.86;0.00;-1,317.23;1,528.50;0.00;1,120.00;0.00;1,002.43;0.00
Jan 1, 2025 10:00 PM;Jan 1, 2025 11:00 PM;14,166.87;1,329.32;-534.09;3,411.75;0.00;2,016.75;-129.25;1,952.75;-173.00;178.85;0.00;41.00;0.00;3,250.85;-162.88;32.66;-458.86;1,289.75;0.00;1,119.75;0.00;1,001.52;0.00
Jan 1, 2025 11:00 PM;Jan 2, 2025 12:00 AM;16,082.45;1,483.62;-209.37;3,665.25;0.00;2,245.00;-115.75;1,917.00;-195.00;196.51;0.00;0.00;-1.00;3,335.32;-108.09;363.89;-205.14;1,629.50;0.00;1,120.25;0.00;960.46;0.00
Jan 2, 2025 12:00 AM;Jan 2, 2025 1:00 AM;17,266.03;1,294.31;0.00;3,485.75;0.00;2,782.25;0.00;2,100.75;-140.00;194.38;0.00;417.00;0.00;3,303.84;-78.62;510.82;-95.77;1,392.75;0.00;1,120.00;0.00;978.57;0.00
Jan 2, 2025 1:00 AM;Jan 2, 2025 2:00 AM;17,229.39;1,154.36;-128.69;3,499.50;0.00;3,097.25;0.00;1,953.00;-122.75;123.87;0.00;506.00;0.00;3,185.90;-104.10;499.29;-131.30;1,620.50;0.00;1,120.00;0.00;956.57;0.00
Jan 2, 2025 2:00 AM;Jan 2, 2025 3:00 AM;16,488.08;1,094.07;-111.65;3,471.00;0.00;2,646.50;-0.50;1,809.75;-150.50;106.82;0.00;506.00;0.00;3,111.13;-53.87;498.58;-100.34;1,650.25;0.00;1,119.00;0.00;891.84;0.00
Jan 2, 2025 3:00 AM;Jan 2, 2025 4:00 AM;15,830.37;1,174.10;-41.30;3,490.25;0.00;2,420.75;-244.50;1,906.00;-103.50;135.97;0.00;41.00;0.00;3,176.41;-20.13;347.15;-204.28;1,770.50;0.00;1,077.25;0.00;904.70;0.00
Jan 2, 2025 4:00 AM;Jan 2, 2025 5:00 AM;14,136.63;1,072.39;-88.73;3,400.75;0.00;2,359.00;-138.75;1,830.50;-140.75;155.14;0.00;0.00;-510.00;3,221.35;-9.55;128.67;-287.73;1,729.75;0.00;500.75;0.00;913.83;0.00
Jan 2, 2025 5:00 AM;Jan 2, 2025 6:00 AM;11,802.21;1,217.62;0.00;3,303.75;0.00;1,159.25;-647.50;1,906.50;-162.50;205.12;0.00;0.00;-617.00;2,950.39;-3.81;155.55;-221.26;1,779.50;0.00;11.50;-110.50;875.60;0.00
Jan 2, 2025 6:00 AM;Jan 2, 2025 7:00 AM;11,011.84;1,465.13;0.00;3,045.75;0.00;691.25;-681.25;1,907.75;-230.75;328.50;0.00;0.00;-617.00;2,641.68;-22.55;323.33;-10.88;1,871.50;0.00;0.00;-689.00;988.37;0.00
Jan 2, 2025 7:00 AM;Jan 2, 2025 8:00 AM;9,197.42;1,493.13;0.00;2,264.75;0.00;696.00;-670.25;1,860.00;-213.75;391.60;0.00;0.00;-617.00;2,200.90;-8.39;70.65;-38.01;1,805.00;0.00;0.00;-981.50;944.29;0.00
Jan 2, 2025 8:00 AM;Jan 2, 2025 9:00 AM;7,788.07;1,440.81;0.00;1,792.50;0.00;724.25;-628.25;1,579.25;-245.00;399.09;0.00;0.00;-339.00;2,619.13;-156.12;0.00;-658.45;1,421.75;0.00;0.00;-984.75;822.86;0.00
Jan 2, 2025 9:00 AM;Jan 2, 2025 10:00 AM;4,858.07;1,735.17;0.00;1,364.75;-57.70;266.00;-658.50;1,439.75;-642.75;471.87;0.00;0.00;-406.00;1,607.87;-120.99;61.73;-606.76;821.75;0.00;0.00;-991.50;573.39;0.00
Jan 2, 2025 10:00 AM;Jan 2, 2025 11:00 AM;3,454.25;709.97;0.00;1,661.00;-72.68;442.25;-626.50;1,034.75;-1,010.75;514.52;0.00;0.00;-567.00;1,458.87;-66.87;174.90;-509.05;380.25;-17.00;0.00;-954.25;901.85;0.00
Jan 2, 2025 11:00 AM;Jan 2, 2025 12:00 PM;1,720.56;80.73;-761.75;1,547.00;-9.34;126.75;-682.00;1,150.25;-928.00;487.00;0.00;0.00;-616.00;1,536.45;-66.94;25.14;-588.19;631.50;0.00;0.00;-1,002.75;790.70;0.00
Jan 2, 2025 12:00 PM;Jan 2, 2025 1:00 PM;103.89;0.00;-1,882.60;1,480.75;0.00;59.75;-782.50;1,225.25;-904.00;455.76;0.00;0.00;-617.00;1,443.76;-78.15;0.00;-927.97;928.00;0.00;0.00;-1,024.50;727.36;0.00
Jan 2, 2025 1:00 PM;Jan 2, 2025 2:00 PM;-880.53;0.00;-1,825.83;1,062.00;0.00;27.00;-858.50;1,442.50;-834.25;410.51;0.00;0.00;-617.00;1,456.42;-173.36;0.00;-1,317.36;771.25;0.00;0.00;-1,054.75;630.84;0.00
Jan 2, 2025 2:00 PM;Jan 2, 2025 3:00 PM;-1,915.15;0.00;-1,725.77;852.25;-11.59;0.00;-1,226.25;1,604.25;-586.25;422.39;0.00;0.00;-617.00;1,836.37;-155.09;0.00;-1,918.92;1,093.75;0.00;0.00;-1,094.00;0.00;-389.30
Jan 2, 2025 3:00 PM;Jan 2, 2025 4:00 PM;-511.35;162.04;-1,086.58;1,017.75;-120.49;0.00;-1,900.25;1,649.75;-185.75;391.50;0.00;0.00;-563.00;2,562.88;-274.66;0.00;-2,685.68;2,058.25;0.00;0.00;-1,123.00;0.00;-414.12
Jan 2, 2025 4:00 PM;Jan 2, 2025 5:00 PM;-1,674.44;570.33;-612.78;200.50;-651.91;0.00;-1,858.75;1,800.25;-165.00;335.97;0.00;0.00;-220.00;2,086.66;-526.45;0.00;-3,206.61;1,875.00;0.00;0.00;-1,124.00;0.00;-177.65
Jan 2, 2025 5:00 PM;Jan 2, 2025 6:00 PM;1,768.88;871.74;-283.66;436.75;-200.40;1.25;-1,504.50;1,599.75;-320.75;558.97;0.00;0.00;-10.00;1,390.99;-213.34;0.00;-1,709.00;1,344.75;0.00;0.00;-1,122.75;929.08;0.00
Jan 2, 2025 6:00 PM;Jan 2, 2025 7:00 PM;3,593.00;523.49;-223.45;982.25;-130.20;1.00;-581.25;1,564.50;-389.50;581.66;0.00;0.00;-507.00;1,328.52;-36.70;82.71;-620.44;1,251.00;0.00;0.00;-1,094.00;860.41;0.00
Jan 2, 2025 7:00 PM;Jan 2, 2025 8:00 PM;5,831.72;658.30;-336.25;1,799.75;-68.93;0.00;-1,164.00;1,904.50;-388.25;427.50;0.00;0.00;-617.00;2,021.47;-40.93;90.34;-118.95;1,766.75;0.00;0.00;-1,065.25;962.67;0.00
Jan 2, 2025 8:00 PM;Jan 2, 2025 9:00 PM;6,869.09;775.98;-408.54;2,250.75;-0.13;25.00;-727.50;1,707.25;-452.75;318.11;0.00;0.00;-617.00;2,447.63;-16.33;12.87;-106.51;1,749.25;0.00;0.00;-1,063.25;974.27;0.00
Jan 2, 2025 9:00 PM;Jan 2, 2025 10:00 PM;5,533.69;826.06;-564.88;2,076.50;0.00;30.25;-685.75;1,233.00;-600.25;259.59;0.00;0.00;-617.00;1,826.76;-11.31;131.05;-110.07;1,837.00;0.00;0.00;-1,045.75;948.50;0.00
Jan 2, 2025 10:00 PM;Jan 2, 2025 11:00 PM;7,863.73;1,030.39;-369.11;2,860.75;0.00;70.00;-685.00;1,195.50;-722.75;329.74;0.00;0.00;-617.00;2,301.09;-3.36;1,035.20;-0.85;1,502.25;0.00;0.00;-1,063.25;1,000.13;0.00
Jan 2, 2025 11:00 PM;Jan 3, 2025 12:00 AM;8,428.82;1,000.62;-58.48;3,114.00;-13.84;74.00;-669.25;1,147.00;-717.25;308.24;0.00;0.00;-616.00;2,269.95;-5.38;1,462.72;0.00;1,198.75;0.00;0.00;-1,066.75;1,000.49;0.00
Jan 3, 2025 12:00 AM;Jan 3, 2025 1:00 AM;8,071.86;843.60;0.00;2,731.50;-0.94;0.00;-669.00;1,318.75;-512.25;281.61;0.00;0.00;-617.00;2,375.40;-4.37;1,044.51;0.00;1,446.00;0.00;0.00;-1,121.75;955.79;0.00
Jan 3, 2025 1:00 AM;Jan 3, 2025 2:00 AM;8,765.25;953.44;0.00;3,127.25;0.00;0.00;-720.00;1,265.00;-522.75;334.03;0.00;0.00;-617.00;2,663.97;-41.51;1,202.64;0.00;1,266.50;0.00;0.00;-1,124.00;977.69;0.00
Jan 3, 2025 2:00 AM;Jan 3, 2025 3:00 AM;8,672.75;899.52;0.00;3,329.75;0.00;0.00;-771.50;1,023.50;-567.00;300.63;0.00;0.00;-617.00;2,704.28;-4.84;1,388.86;0.00;1,113.75;0.00;0.00;-1,124.00;996.80;0.00
Jan 3, 2025 3:00 AM;Jan 3, 2025 4:00 AM;7,476.51;571.35;-113.00;3,115.25;0.00;0.00;-780.00;1,035.75;-589.75;232.09;0.00;0.00;-617.00;2,762.54;-4.26;950.81;0.00;1,033.25;0.00;0.00;-1,122.75;1,002.22;0.00
Jan 3, 2025 4:00 AM;Jan 3, 2025 5:00 AM;7,448.18;603.93;-539.50;2,994.25;0.00;0.00;-715.50;1,212.00;-477.75;209.70;0.00;0.00;-617.00;2,804.24;-20.16;696.19;-15.58;1,403.25;0.00;0.00;-1,092.25;1,002.36;0.00
Jan 3, 2025 5:00 AM;Jan 3, 2025 6:00 AM;7,626.97;488.64;-912.23;2,806.00;0.00;0.00;-667.00;1,989.25;-234.50;222.03;0.00;0.00;-617.00;2,941.55;-52.43;514.21;-99.13;1,275.00;0.00;0.00;-1,029.75;1,002.33;0.00
Jan 3, 2025 6:00 AM;Jan 3, 2025 7:00 AM;7,290.00;433.30;-627.70;2,351.25;0.00;0.00;-744.00;2,020.75;-171.00;284.60;0.00;0.00;-617.00;2,451.63;-54.07;603.02;-57.85;1,502.75;0.00;0.00;-1,088.00;1,002.31;0.00
Jan 3, 2025 7:00 AM;Jan 3, 2025 8:00 AM;6,530.12;249.79;-233.97;1,801.25;0.00;0.00;-667.00;1,918.00;-97.00;357.67;0.00;0.00;-617.00;2,058.98;-245.54;420.19;-1.54;1,609.75;0.00;0.00;-1,025.75;1,002.28;0.00
Jan 3, 2025 8:00 AM;Jan 3, 2025 9:00 AM;7,765.50;630.12;0.00;2,342.75;-27.31;0.00;-546.00;1,632.00;-253.50;398.99;0.00;0.00;-376.00;1,738.68;-61.67;904.75;0.00;1,398.50;0.00;0.00;-1,018.00;1,002.20;0.00
Jan 3, 2025 9:00 AM;Jan 3, 2025 10:00 AM;8,348.10;658.21;0.00;2,341.25;-42.37;18.75;-30.25;1,480.25;-343.75;373.90;0.00;0.00;-37.00;1,763.13;-16.08;905.29;0.00;1,173.75;0.00;0.00;-899.25;1,002.27;0.00
Jan 3, 2025 10:00 AM;Jan 3, 2025 11:00 AM;10,238.39;994.64;0.00;2,535.00;-6.38;0.00;-176.00;1,813.75;-127.50;392.15;0.00;0.00;-135.00;2,261.51;-30.06;969.71;0.00;1,723.00;0.00;0.00;-978.75;1,002.32;0.00
Jan 3, 2025 11:00 AM;Jan 3, 2025 12:00 PM;9,756.07;1,073.90;0.00;2,433.00;0.00;0.00;-542.00;1,748.00;-106.50;383.08;0.00;0.00;-478.00;2,583.23;-120.08;1,025.75;0.00;1,785.25;0.00;0.00;-1,032.00;1,002.44;0.00
Jan 3, 2025 12:00 PM;Jan 3, 2025 1:00 PM;8,271.90;746.24;0.00;2,352.75;0.00;0.00;-546.00;1,513.00;-248.00;374.05;0.00;0.00;-613.00;2,722.19;-217.34;908.77;0.00;1,315.00;0.00;0.00;-1,038.00;1,002.25;0.00
Jan 3, 2025 1:00 PM;Jan 3, 2025 2:00 PM;8,061.30;498.59;0.00;2,357.75;0.00;0.00;-361.75;1,401.25;-221.50;326.86;0.00;0.00;-617.00;2,589.12;-143.33;784.03;0.00;1,565.50;0.00;0.00;-1,120.50;1,002.28;0.00
Jan 3, 2025 2:00 PM;Jan 3, 2025 3:00 PM;7,104.07;334.87;-57.59;2,367.50;0.00;0.00;-627.50;1,352.50;-370.50;324.60;0.00;0.00;-617.00;2,176.33;-18.96;901.00;0.00;1,460.50;0.00;0.00;-1,124.00;1,002.31;0.00
Jan 3, 2025 3:00 PM;Jan 3, 2025 4:00 PM;6,840.06;448.48;0.00;2,086.25;-0.28;0.00;-568.75;1,448.75;-251.75;342.00;0.00;0.00;-617.00;1,897.51;-19.26;614.83;-0.09;1,581.25;0.00;0.00;-1,124.00;1,002.12;0.00
Jan 3, 2025 4:00 PM;Jan 3, 2025 5:00 PM;6,658.81;735.92;0.00;1,950.75;-0.01;0.00;-243.50;1,430.25;-332.25;426.17;0.00;0.00;-617.00;1,494.45;-48.31;453.95;-17.59;1,550.75;0.00;0.00;-1,123.75;998.98;0.00
Jan 3, 2025 5:00 PM;Jan 3, 2025 6:00 PM;7,187.21;1,085.86;0.00;1,822.00;-41.68;179.75;-656.75;1,466.25;-392.25;523.17;0.00;0.00;-617.00;1,811.24;-101.28;737.45;0.00;1,489.50;0.00;0.00;-1,113.50;994.44;0.00
Jan 3, 2025 6:00 PM;Jan 3, 2025 7:00 PM;7,791.21;1,163.33;0.00;2,024.75;-226.38;316.50;-663.75;1,329.00;-449.25;630.87;0.00;0.00;-617.00;1,618.75;-57.22;1,635.40;0.00;1,175.75;0.00;0.00;-1,091.75;1,002.21;0.00
Jan 3, 2025 7:00 PM;Jan 3, 2025 8:00 PM;8,413.84;1,164.21;0.00;2,046.75;-257.66;396.50;-671.50;1,335.75;-468.25;624.65;0.00;0.00;-617.00;1,649.30;-49.99;1,982.47;0.00;1,306.25;0.00;0.00;-1,029.00;1,001.37;0.00
Jan 3, 2025 8:00 PM;Jan 3, 2025 9:00 PM;8,931.56;994.82;0.00;2,532.25;-120.42;228.25;-664.00;1,369.00;-517.00;588.80;0.00;0.00;-617.00;1,942.53;-37.16;1,784.64;0.00;1,515.25;0.00;0.00;-1,069.75;1,001.35;0.00
Jan 3, 2025 9:00 PM;Jan 3, 2025 10:00 PM;9,744.96;965.55;0.00;3,058.00;-62.46;236.00;-664.00;1,393.00;-746.25;562.18;0.00;0.00;-617.00;2,311.66;-32.97;1,994.33;0.00;1,374.75;0.00;0.00;-1,026.75;998.92;0.00
Jan 3, 2025 10:00 PM;Jan 3, 2025 11:00 PM;9,586.74;1,106.80;0.00;3,040.00;-87.53;580.75;-664.25;1,307.75;-923.00;548.05;0.00;0.00;-617.00;2,249.39;-47.46;1,935.63;0.00;1,203.75;0.00;0.00;-1,043.75;997.60;0.00
Jan 3, 2025 11:00 PM;Jan 4, 2025 12:00 AM;9,076.41;1,264.88;0.00;3,263.25;-210.44;557.00;-664.25;1,307.25;-1,290.75;533.48;0.00;0.00;-617.00;2,039.88;-83.98;2,236.83;0.00;788.00;0.00;0.00;-1,049.75;1,002.03;0.00
Jan 4, 2025 12:00 AM;Jan 4, 2025 1:00 AM;8,901.68;2,063.73;0.00;2,846.00;-162.00;617.75;-666.25;1,269.00;-1,381.50;552.63;0.00;0.00;-617.00;1,967.54;-60.48;1,815.98;0.00;703.75;0.00;0.00;-977.00;929.54;0.00
Jan 4, 2025 1:00 AM;Jan 4, 2025 2:00 AM;7,736.54;1,482.04;0.00;2,702.25;-84.05;484.50;-587.25;1,299.50;-1,529.25;504.43;0.00;0.00;-617.00;2,145.96;-67.01;1,467.09;0.00;651.25;-9.75;0.00;-974.00;867.84;0.00
Jan 4, 2025 2:00 AM;Jan 4, 2025 3:00 AM;7,069.94;2,139.02;0.00;1,876.75;-120.69;424.25;-416.00;1,742.75;-1,547.75;532.15;0.00;0.00;-617.00;1,928.39;-55.12;835.83;0.00;546.25;-1.25;0.00;-974.00;776.37;0.00
Jan 4, 2025 3:00 AM;Jan 4, 2025 4:00 AM;5,047.11;2,132.26;0.00;1,324.75;-9.62;196.25;-559.75;1,680.50;-1,482.50;537.55;0.00;0.00;-617.00;1,852.49;-51.32;69.87;-367.57;378.75;0.00;0.00;-973.75;936.19;0.00
Jan 4, 2025 4:00 AM;Jan 4, 2025 5:00 AM;3,597.34;1,867.91;0.00;1,090.00;0.00;28.50;-681.75;1,629.25;-1,414.50;516.36;0.00;0.00;-617.00;1,746.47;-52.96;0.00;-894.35;599.25;0.00;0.00;-978.00;758.15;0.00
Jan 4, 2025 5:00 AM;Jan 4, 2025 6:00 AM;1,896.32;1,291.63;0.00;1,008.00;0.00;0.25;-826.25;1,514.75;-1,360.25;461.45;0.00;0.00;-617.00;1,704.54;-65.80;0.00;-1,388.49;560.25;0.00;0.00;-1,063.25;676.48;0.00
Jan 4, 2025 6:00 AM;Jan 4, 2025 7:00 AM;1,314.57;882.94;0.00;1,129.00;0.00;0.00;-1,503.75;1,677.00;-1,250.50;413.31;0.00;0.00;-617.00;1,789.66;-106.48;0.00;-1,453.00;581.50;0.00;0.00;-1,121.75;893.63;0.00
Jan 4, 2025 7:00 AM;Jan 4, 2025 8:00 AM;-800.12;759.30;0.00;706.00;-87.62;0.00;-1,533.75;1,348.75;-1,087.25;351.68;0.00;0.00;-617.00;1,204.13;-181.20;0.00;-1,928.15;484.75;0.00;0.00;-1,120.50;900.74;0.00
Jan 4, 2025 8:00 AM;Jan 4, 2025 9:00 AM;-1,656.06;902.39;0.00;564.50;-124.57;0.00;-1,589.25;1,273.75;-989.75;463.79;0.00;0.00;-617.00;1,348.92;-155.31;0.00;-2,338.02;561.75;0.00;0.00;-1,117.75;160.48;0.00
Jan 4, 2025 9:00 AM;Jan 4, 2025 10:00 AM;-2,555.83;1,141.08;0.00;601.00;-17.03;1.00;-1,644.75;738.00;-1,203.75;579.65;0.00;0.00;-617.00;945.07;-120.33;0.00;-2,266.12;121.25;-25.25;0.00;-988.00;199.35;0.00
Jan 4, 2025 10:00 AM;Jan 4, 2025 11:00 AM;-2,641.21;872.41;-0.10;885.75;0.00;0.00;-1,445.75;390.25;-1,263.00;627.40;0.00;0.00;-617.00;1,005.34;-281.39;0.00;-1,906.35;0.25;-262.25;0.00;-955.50;308.73;0.00
Jan 4, 2025 11:00 AM;Jan 4, 2025 12:00 PM;-3,057.95;802.93;0.00;776.00;-0.01;0.00;-1,530.50;278.75;-1,243.50;620.43;0.00;0.00;-617.00;925.54;-334.47;0.00;-1,793.68;0.00;-266.75;0.00;-947.25;271.57;0.00
Jan 4, 2025 12:00 PM;Jan 4, 2025 1:00 PM;-4,400.83;447.14;-57.52;682.00;-0.03;0.00;-1,458.25;206.50;-1,325.00;649.02;0.00;0.00;-617.00;817.95;-423.74;0.00;-1,760.92;0.00;-450.50;0.00;-972.50;0.00;-137.99
Jan 4, 2025 1:00 PM;Jan 4, 2025 2:00 PM;-2,051.95;516.58;-16.45;846.75;0.00;0.00;-1,392.25;635.25;-1,094.75;619.17;0.00;0.00;-617.00;1,052.01;-48.48;0.00;-2,234.73;594.00;-12.25;0.00;-974.00;74.20;0.00
Jan 4, 2025 2:00 PM;Jan 4, 2025 3:00 PM;-2,276.69;9.04;-430.77;357.75;-162.10;0.75;-1,268.25;1,335.75;-674.25;627.20;0.00;0.00;-617.00;1,507.43;-149.38;0.00;-3,176.63;1,229.00;0.00;0.00;-989.25;129.16;-5.13
Jan 4, 2025 3:00 PM;Jan 4, 2025 4:00 PM;-1,816.63;109.28;-770.74;266.75;-600.21;1.00;-1,637.25;1,578.00;-59.00;639.96;0.00;0.00;-474.00;2,190.75;-471.16;0.00;-3,682.85;1,536.25;0.00;0.00;-1,109.50;666.09;0.00
Jan 4, 2025 4:00 PM;Jan 4, 2025 5:00 PM;-1,930.31;1,618.85;0.00;148.75;-1,126.99;1.00;-1,990.50;1,589.00;-1.25;550.92;0.00;0.00;-63.00;2,094.01;-751.33;0.00;-3,623.11;1,646.75;0.00;0.00;-1,123.50;0.00;-899.90
Jan 4, 2025 5:00 PM;Jan 4, 2025 6:00 PM;-2,499.87;1,974.36;0.00;41.75;-1,507.14;1.00;-1,574.75;1,480.00;-192.00;693.96;0.00;0.00;0.00;1,538.77;-886.61;0.00;-3,555.61;1,504.75;0.00;0.00;-1,123.25;0.00;-895.10
Jan 4, 2025 6:00 PM;Jan 4, 2025 7:00 PM;-2,711.12;470.00;0.00;75.75;-1,329.72;1.00;-1,218.25;1,564.50;-370.25;652.49;0.00;0.00;-468.00;1,612.76;-715.29;0.00;-3,552.14;1,524.50;0.00;0.00;-1,107.00;148.53;0.00
